OID_,WellName,Zm,Xm,Ym
1170,15-12,74.521,327129.051,4406038.082
1171,15-12,73.521,327129.042,4406038.092
1172,15-12,72.521,327129.034,4406038.101
1173,15-12,71.522,327129.025,4406038.111
1174,15-12,70.522,327129.015,4406038.12
1175,15-12,69.522,327129.006,4406038.13
1176,15-12,68.522,327128.996,4406038.14
1177,15-12,67.522,327128.986,4406038.149
1178,15-12,66.522,327128.976,4406038.159
1179,15-12,65.522,327128.966,4406038.168
1180,15-12,64.522,327128.955,4406038.178
1181,15-12,63.522,327128.944,4406038.187
1182,15-12,62.522,327128.933,4406038.197
1183,15-12,61.523,327128.922,4406038.206
1184,15-12,60.523,327128.911,4406038.216
1185,15-12,59.523,327128.899,4406038.225
1186,15-12,58.523,327128.887,4406038.234
1187,15-12,57.523,327128.875,4406038.243
1188,15-12,56.523,327128.863,4406038.253
1189,15-12,55.523,327128.851,4406038.262
1190,15-12,54.523,327128.839,4406038.271
1191,15-12,53.523,327128.827,4406038.28
1192,15-12,52.524,327128.815,4406038.29
1193,15-12,51.524,327128.803,4406038.299
1194,15-12,50.524,327128.792,4406038.309
1195,15-12,49.524,327128.78,4406038.319
1196,15-12,48.524,327128.768,4406038.329
1197,15-12,47.524,327128.757,4406038.339
1198,15-12,46.524,327128.745,4406038.349
1199,15-12,45.524,327128.734,4406038.36
1200,15-12,44.524,327128.723,4406038.37
1201,15-12,43.525,327128.712,4406038.381
1202,15-12,42.525,327128.701,4406038.391
1203,15-12,41.525,327128.69,4406038.402
1204,15-12,40.525,327128.68,4406038.413
1205,15-12,39.525,327128.669,4406038.424
1206,15-12,38.525,327128.659,4406038.435
1207,15-12,37.525,327128.648,4406038.446
1208,15-12,36.525,327128.638,4406038.458
1209,15-12,35.526,327128.628,4406038.469
1210,15-12,34.526,327128.618,4406038.481
1211,15-12,33.526,327128.608,4406038.493
1212,15-12,32.526,327128.598,4406038.505
1213,15-12,31.526,327128.588,4406038.517
1214,15-12,30.526,327128.579,4406038.529
1215,15-12,29.526,327128.569,4406038.541
1216,15-12,28.526,327128.56,4406038.553
1217,15-12,27.526,327128.551,4406038.566
1218,15-12,26.527,327128.542,4406038.578
1219,15-12,25.527,327128.533,4406038.59
1220,15-12,24.527,327128.524,4406038.603
1221,15-12,23.527,327128.515,4406038.616
1222,15-12,22.527,327128.506,4406038.628
1223,15-12,21.527,327128.498,4406038.641
1224,15-12,20.527,327128.489,4406038.654
1225,15-12,19.527,327128.481,4406038.666
1226,15-12,18.528,327128.473,4406038.678
1227,15-12,17.528,327128.465,4406038.691
1228,15-12,16.528,327128.457,4406038.703
1229,15-12,15.528,327128.45,4406038.715
1230,15-12,14.528,327128.442,4406038.727
1231,15-12,13.528,327128.435,4406038.739
1232,15-12,12.528,327128.427,4406038.751
1233,15-12,11.528,327128.42,4406038.763
1234,15-12,10.528,327128.413,4406038.775
1235,15-12,9.528,327128.406,4406038.787
1236,15-12,8.529,327128.399,4406038.799
1237,15-12,7.529,327128.392,4406038.811
1238,15-12,6.529,327128.385,4406038.823
1239,15-12,5.529,327128.378,4406038.834
1240,15-12,4.529,327128.372,4406038.846
1241,15-12,3.529,327128.366,4406038.858
1242,15-12,2.529,327128.36,4406038.869
1243,15-12,1.529,327128.354,4406038.881
1244,15-12,0.529,327128.348,4406038.893
1245,15-12,-0.471,327128.342,4406038.904
1246,15-12,-1.471,327128.336,4406038.915
1247,15-12,-2.471,327128.331,4406038.927
1248,15-12,-3.47,327128.325,4406038.938
1249,15-12,-4.47,327128.32,4406038.949
1250,15-12,-5.47,327128.315,4406038.96
1251,15-12,-6.47,327128.31,4406038.971
1252,15-12,-7.47,327128.305,4406038.982
1253,15-12,-8.47,327128.3,4406038.992
1254,15-12,-9.47,327128.296,4406039.003
1255,15-12,-10.47,327128.291,4406039.013
1256,15-12,-11.47,327128.287,4406039.024
1257,15-12,-12.47,327128.282,4406039.034
1258,15-12,-13.47,327128.278,4406039.045
1259,15-12,-14.47,327128.274,4406039.055
1260,15-12,-15.47,327128.27,4406039.065
1261,15-12,-16.47,327128.266,4406039.075
1262,15-12,-17.47,327128.262,4406039.085
1263,15-12,-18.469,327128.258,4406039.094
1264,15-12,-19.469,327128.255,4406039.104
1265,15-12,-20.469,327128.251,4406039.113
1266,15-12,-21.469,327128.248,4406039.122
1267,15-12,-22.469,327128.245,4406039.132
1268,15-12,-23.469,327128.242,4406039.141
1269,15-12,-24.469,327128.239,4406039.15
1270,15-12,-25.469,327128.236,4406039.159
1271,15-12,-26.469,327128.233,4406039.168
1272,15-12,-27.469,327128.23,4406039.177
1273,15-12,-28.469,327128.228,4406039.185
1274,15-12,-29.469,327128.225,4406039.194
1275,15-12,-30.469,327128.223,4406039.202
1276,15-12,-31.469,327128.221,4406039.21
1277,15-12,-32.469,327128.218,4406039.219
1278,15-12,-33.469,327128.216,4406039.227
1279,15-12,-34.469,327128.214,4406039.235
1280,15-12,-35.469,327128.212,4406039.243
1281,15-12,-36.469,327128.21,4406039.251
1282,15-12,-37.469,327128.209,4406039.259
1283,15-12,-38.469,327128.207,4406039.267
1284,15-12,-39.469,327128.205,4406039.275
1285,15-12,-40.469,327128.204,4406039.284
1286,15-12,-41.469,327128.203,4406039.293
1287,15-12,-42.468,327128.201,4406039.302
1288,15-12,-43.468,327128.2,4406039.311
1289,15-12,-44.468,327128.199,4406039.32
1290,15-12,-45.468,327128.198,4406039.33
1291,15-12,-46.468,327128.197,4406039.34
1292,15-12,-47.468,327128.196,4406039.35
1293,15-12,-48.468,327128.195,4406039.36
1294,15-12,-49.468,327128.194,4406039.37
1295,15-12,-50.468,327128.193,4406039.381
1296,15-12,-51.468,327128.192,4406039.392
1297,15-12,-52.468,327128.191,4406039.403
1298,15-12,-53.468,327128.19,4406039.414
1299,15-12,-54.468,327128.19,4406039.425
1300,15-12,-55.468,327128.189,4406039.437
1301,15-12,-56.468,327128.189,4406039.449
1302,15-12,-57.468,327128.188,4406039.46
1303,15-12,-58.468,327128.188,4406039.472
1304,15-12,-59.468,327128.188,4406039.485
1305,15-12,-60.467,327128.188,4406039.497
1306,15-12,-61.467,327128.188,4406039.51
1307,15-12,-62.467,327128.188,4406039.522
1308,15-12,-63.467,327128.188,4406039.535
1309,15-12,-64.467,327128.188,4406039.549
1310,15-12,-65.467,327128.188,4406039.562
1311,15-12,-66.467,327128.188,4406039.575
1312,15-12,-67.467,327128.185,4406039.589
1313,15-12,-68.467,327128.181,4406039.602
1314,15-12,-69.467,327128.175,4406039.614
1315,15-12,-70.467,327128.167,4406039.626
1316,15-12,-71.466,327128.156,4406039.637
1317,15-12,-72.466,327128.143,4406039.649
1318,15-12,-73.466,327128.128,4406039.659
1319,15-12,-74.466,327128.11,4406039.669
1320,15-12,-75.466,327128.09,4406039.679
1321,15-12,-76.465,327128.068,4406039.688
1322,15-12,-77.465,327128.043,4406039.697
1323,15-12,-78.465,327128.016,4406039.705
1324,15-12,-79.464,327127.987,4406039.713
1325,15-12,-80.464,327127.955,4406039.72
1326,15-12,-81.463,327127.921,4406039.727
1327,15-12,-82.462,327127.885,4406039.734
1328,15-12,-83.462,327127.847,4406039.74
1329,15-12,-84.461,327127.804,4406039.746
1330,15-12,-85.46,327127.758,4406039.75
1331,15-12,-86.458,327127.707,4406039.753
1332,15-12,-87.457,327127.652,4406039.755
1333,15-12,-88.455,327127.592,4406039.756
1334,15-12,-89.453,327127.528,4406039.755
1335,15-12,-90.451,327127.459,4406039.754
1336,15-12,-91.448,327127.386,4406039.752
1337,15-12,-92.445,327127.308,4406039.748
1338,15-12,-93.441,327127.225,4406039.744
1339,15-12,-94.438,327127.138,4406039.738
1340,15-12,-95.433,327127.045,4406039.731
1341,15-12,-96.428,327126.947,4406039.722
1342,15-12,-97.423,327126.843,4406039.712
1343,15-12,-98.417,327126.734,4406039.7
1344,15-12,-99.41,327126.619,4406039.687
1345,15-12,-100.403,327126.499,4406039.673
1346,15-12,-101.395,327126.374,4406039.657
1347,15-12,-102.386,327126.243,4406039.64
1348,15-12,-103.377,327126.108,4406039.622
1349,15-12,-104.367,327125.968,4406039.602
1350,15-12,-105.356,327125.823,4406039.58
1351,15-12,-106.344,327125.674,4406039.556
1352,15-12,-107.332,327125.521,4406039.531
1353,15-12,-108.319,327125.363,4406039.504
1354,15-12,-109.306,327125.2,4406039.475
1355,15-12,-110.291,327125.034,4406039.445
1356,15-12,-111.276,327124.863,4406039.413
1357,15-12,-112.26,327124.688,4406039.379
1358,15-12,-113.243,327124.508,4406039.344
1359,15-12,-114.225,327124.322,4406039.307
1360,15-12,-115.205,327124.129,4406039.269
1361,15-12,-116.184,327123.93,4406039.23
1362,15-12,-117.162,327123.724,4406039.189
1363,15-12,-118.139,327123.513,4406039.148
1364,15-12,-119.114,327123.295,4406039.105
1365,15-12,-120.087,327123.071,4406039.061
1366,15-12,-121.06,327122.841,4406039.016
1367,15-12,-122.03,327122.605,4406038.971
1368,15-12,-123,327122.364,4406038.925
1369,15-12,-123.968,327122.117,4406038.88
1370,15-12,-124.934,327121.865,4406038.836
1371,15-12,-125.9,327121.608,4406038.793
1372,15-12,-126.864,327121.346,4406038.751
1373,15-12,-127.827,327121.079,4406038.709
1374,15-12,-128.788,327120.806,4406038.668
1375,15-12,-129.748,327120.529,4406038.628
1376,15-12,-130.706,327120.247,4406038.588
1377,15-12,-131.664,327119.96,4406038.547
1378,15-12,-132.619,327119.669,4406038.506
1379,15-12,-133.574,327119.373,4406038.464
1380,15-12,-134.527,327119.073,4406038.421
1381,15-12,-135.478,327118.768,4406038.377
1382,15-12,-136.428,327118.458,4406038.333
1383,15-12,-137.376,327118.144,4406038.287
1384,15-12,-138.323,327117.825,4406038.241
1385,15-12,-139.269,327117.504,4406038.194
1386,15-12,-140.215,327117.183,4406038.146
1387,15-12,-141.162,327116.867,4406038.096
1388,15-12,-142.11,327116.554,4406038.044
1389,15-12,-143.059,327116.244,4406037.991
1390,15-12,-144.01,327115.939,4406037.936
1391,15-12,-144.962,327115.638,4406037.879
1392,15-12,-145.915,327115.341,4406037.821
1393,15-12,-146.869,327115.048,4406037.761
1394,15-12,-147.824,327114.757,4406037.7
1395,15-12,-148.779,327114.468,4406037.639
1396,15-12,-149.735,327114.179,4406037.579
1397,15-12,-150.69,327113.889,4406037.52
1398,15-12,-151.645,327113.599,4406037.462
1399,15-12,-152.6,327113.307,4406037.406
1400,15-12,-153.555,327113.014,4406037.351
1401,15-12,-154.509,327112.72,4406037.298
1402,15-12,-155.463,327112.426,4406037.246
1403,15-12,-156.417,327112.13,4406037.196
1404,15-12,-157.371,327111.834,4406037.146
1405,15-12,-158.325,327111.537,4406037.096
1406,15-12,-159.278,327111.24,4406037.046
1407,15-12,-160.232,327110.943,4406036.995
1408,15-12,-161.185,327110.645,4406036.944
1409,15-12,-162.139,327110.348,4406036.893
1410,15-12,-163.092,327110.05,4406036.841
1411,15-12,-164.045,327109.752,4406036.789
1412,15-12,-164.998,327109.454,4406036.736
1413,15-12,-165.951,327109.156,4406036.683
1414,15-12,-166.904,327108.858,4406036.629
1415,15-12,-167.857,327108.559,4406036.575
1416,15-12,-168.81,327108.26,4406036.52
1417,15-12,-169.762,327107.961,4406036.465
1418,15-12,-170.715,327107.662,4406036.409
1419,15-12,-171.667,327107.363,4406036.353
1420,15-12,-172.62,327107.063,4406036.296
1421,15-12,-173.572,327106.763,4406036.239
1422,15-12,-174.524,327106.464,4406036.181
1423,15-12,-175.476,327106.164,4406036.123
1424,15-12,-176.428,327105.863,4406036.064
1425,15-12,-177.38,327105.563,4406036.003
1426,15-12,-178.332,327105.262,4406035.941
1427,15-12,-179.283,327104.961,4406035.878
1428,15-12,-180.235,327104.66,4406035.813
1429,15-12,-181.186,327104.358,4406035.747
1430,15-12,-182.137,327104.056,4406035.68
1431,15-12,-183.087,327103.754,4406035.611
1432,15-12,-184.038,327103.451,4406035.542
1433,15-12,-184.988,327103.148,4406035.47
1434,15-12,-185.938,327102.845,4406035.398
1435,15-12,-186.888,327102.541,4406035.324
1436,15-12,-187.838,327102.237,4406035.249
1437,15-12,-188.788,327101.933,4406035.172
1438,15-12,-189.737,327101.628,4406035.094
1439,15-12,-190.686,327101.323,4406035.015
1440,15-12,-191.635,327101.018,4406034.934
1441,15-12,-192.583,327100.713,4406034.852
1442,15-12,-193.532,327100.407,4406034.769
1443,15-12,-194.48,327100.101,4406034.685
1444,15-12,-195.429,327099.795,4406034.601
1445,15-12,-196.377,327099.488,4406034.517
1446,15-12,-197.325,327099.181,4406034.433
1447,15-12,-198.272,327098.874,4406034.349
1448,15-12,-199.22,327098.566,4406034.265
1449,15-12,-200.168,327098.258,4406034.181
1450,15-12,-201.115,327097.949,4406034.097
1451,15-12,-202.063,327097.64,4406034.013
1452,15-12,-203.01,327097.331,4406033.929
1453,15-12,-203.957,327097.021,4406033.845
1454,15-12,-204.904,327096.711,4406033.762
1455,15-12,-205.851,327096.401,4406033.678
1456,15-12,-206.798,327096.09,4406033.594
1457,15-12,-207.744,327095.779,4406033.51
1458,15-12,-208.691,327095.467,4406033.426
1459,15-12,-209.637,327095.155,4406033.343
1460,15-12,-210.584,327094.843,4406033.259
1461,15-12,-211.53,327094.53,4406033.176
1462,15-12,-212.476,327094.217,4406033.092
1463,15-12,-213.422,327093.904,4406033.009
1464,15-12,-214.368,327093.59,4406032.925
1465,15-12,-215.313,327093.276,4406032.842
1466,15-12,-216.259,327092.962,4406032.759
1467,15-12,-217.205,327092.647,4406032.676
1468,15-12,-218.15,327092.332,4406032.593
1469,15-12,-219.095,327092.017,4406032.51
1470,15-12,-220.04,327091.701,4406032.427
1471,15-12,-220.986,327091.385,4406032.344
1472,15-12,-221.931,327091.068,4406032.26
1473,15-12,-222.875,327090.752,4406032.177
1474,15-12,-223.82,327090.435,4406032.092
1475,15-12,-224.765,327090.119,4406032.008
1476,15-12,-225.71,327089.803,4406031.923
1477,15-12,-226.655,327089.486,4406031.838
1478,15-12,-227.6,327089.17,4406031.753
1479,15-12,-228.544,327088.853,4406031.667
1480,15-12,-229.489,327088.537,4406031.58
1481,15-12,-230.434,327088.221,4406031.493
1482,15-12,-231.378,327087.905,4406031.406
1483,15-12,-232.323,327087.588,4406031.318
1484,15-12,-233.267,327087.272,4406031.23
1485,15-12,-234.212,327086.956,4406031.141
1486,15-12,-235.157,327086.64,4406031.052
1487,15-12,-236.101,327086.324,4406030.962
1488,15-12,-237.046,327086.008,4406030.872
1489,15-12,-237.99,327085.692,4406030.782
1490,15-12,-238.934,327085.376,4406030.691
1491,15-12,-239.879,327085.06,4406030.6
1492,15-12,-240.823,327084.744,4406030.509
1493,15-12,-241.767,327084.427,4406030.419
1494,15-12,-242.711,327084.11,4406030.329
1495,15-12,-243.655,327083.793,4406030.239
1496,15-12,-244.599,327083.475,4406030.149
1497,15-12,-245.543,327083.157,4406030.06
1498,15-12,-246.487,327082.839,4406029.972
1499,15-12,-247.431,327082.52,4406029.883
1500,15-12,-248.375,327082.201,4406029.795
1501,15-12,-249.318,327081.882,4406029.707
1502,15-12,-250.262,327081.562,4406029.62
1503,15-12,-251.205,327081.242,4406029.533
1504,15-12,-252.148,327080.922,4406029.446
1505,15-12,-253.092,327080.601,4406029.36
1506,15-12,-254.035,327080.28,4406029.274
1507,15-12,-254.978,327079.959,4406029.189
1508,15-12,-255.921,327079.637,4406029.103
1509,15-12,-256.864,327079.315,4406029.019
1510,15-12,-257.807,327078.993,4406028.934
1511,15-12,-258.75,327078.67,4406028.85
1512,15-12,-259.692,327078.347,4406028.766
1513,15-12,-260.635,327078.024,4406028.683
1514,15-12,-261.577,327077.7,4406028.6
1515,15-12,-262.52,327077.376,4406028.517
1516,15-12,-263.462,327077.052,4406028.435
1517,15-12,-264.404,327076.727,4406028.353
1518,15-12,-265.346,327076.402,4406028.271
1519,15-12,-266.289,327076.077,4406028.189
1520,15-12,-267.23,327075.751,4406028.108
1521,15-12,-268.172,327075.424,4406028.027
1522,15-12,-269.113,327075.096,4406027.946
1523,15-12,-270.054,327074.767,4406027.864
1524,15-12,-270.994,327074.437,4406027.783
1525,15-12,-271.934,327074.106,4406027.702
1526,15-12,-272.874,327073.774,4406027.621
1527,15-12,-273.814,327073.44,4406027.54
1528,15-12,-274.752,327073.106,4406027.459
1529,15-12,-275.691,327072.77,4406027.378
1530,15-12,-276.629,327072.434,4406027.297
1531,15-12,-277.567,327072.096,4406027.216
1532,15-12,-278.504,327071.758,4406027.135
1533,15-12,-279.441,327071.418,4406027.053
1534,15-12,-280.378,327071.077,4406026.972
1535,15-12,-281.314,327070.735,4406026.891
1536,15-12,-282.25,327070.392,4406026.81
1537,15-12,-283.185,327070.048,4406026.729
1538,15-12,-284.12,327069.702,4406026.648
1539,15-12,-285.055,327069.356,4406026.567
1540,15-12,-285.989,327069.009,4406026.486
1541,15-12,-286.923,327068.661,4406026.405
1542,15-12,-287.857,327068.312,4406026.324
1543,15-12,-288.79,327067.961,4406026.243
1544,15-12,-289.723,327067.61,4406026.162
1545,15-12,-290.655,327067.258,4406026.081
1546,15-12,-291.587,327066.905,4406026
1547,15-12,-292.519,327066.551,4406025.919
1548,15-12,-293.45,327066.196,4406025.838
1549,15-12,-294.381,327065.84,4406025.757
1550,15-12,-295.312,327065.483,4406025.676
1551,15-12,-296.242,327065.125,4406025.595
1552,15-12,-297.172,327064.766,4406025.515
1553,15-12,-298.101,327064.405,4406025.434
1554,15-12,-298.344,327064.311,4406025.413
1555,17-31,1277.29,328813.04,4408822.04
1556,17-31,1276.29,328813.04,4408822.04
1557,17-31,1275.29,328813.04,4408822.04
1558,17-31,1274.29,328813.04,4408822.04
1559,17-31,1273.29,328813.04,4408822.04
1560,17-31,1272.29,328813.04,4408822.04
1561,17-31,1271.29,328813.04,4408822.04
1562,17-31,1270.29,328813.04,4408822.04
1563,17-31,1269.29,328813.04,4408822.04
1564,17-31,1268.29,328813.04,4408822.04
1565,17-31,1267.29,328813.04,4408822.04
1566,17-31,1266.29,328813.04,4408822.04
1567,17-31,1265.29,328813.04,4408822.04
1568,17-31,1264.29,328813.04,4408822.04
1569,17-31,1263.29,328813.04,4408822.04
1570,17-31,1262.29,328813.04,4408822.04
1571,17-31,1261.29,328813.04,4408822.04
1572,17-31,1260.29,328813.04,4408822.04
1573,17-31,1259.29,328813.04,4408822.04
1574,17-31,1258.29,328813.04,4408822.04
1575,17-31,1257.29,328813.04,4408822.04
1576,17-31,1256.29,328813.04,4408822.04
1577,17-31,1255.29,328813.04,4408822.04
1578,17-31,1254.29,328813.04,4408822.04
1579,17-31,1253.29,328813.04,4408822.04
1580,17-31,1252.29,328813.04,4408822.04
1581,17-31,1251.29,328813.04,4408822.04
1582,17-31,1250.29,328813.04,4408822.04
1583,17-31,1249.29,328813.04,4408822.04
1584,17-31,1248.29,328813.04,4408822.04
1585,17-31,1247.29,328813.04,4408822.04
1586,17-31,1246.29,328813.04,4408822.04
1587,17-31,1245.29,328813.04,4408822.04
1588,17-31,1244.29,328813.04,4408822.04
1589,17-31,1243.29,328813.04,4408822.04
1590,17-31,1242.29,328813.04,4408822.04
1591,17-31,1241.29,328813.04,4408822.04
1592,17-31,1240.29,328813.04,4408822.04
1593,17-31,1239.29,328813.04,4408822.04
1594,17-31,1238.29,328813.04,4408822.04
1595,17-31,1237.29,328813.04,4408822.04
1596,17-31,1236.29,328813.04,4408822.04
1597,17-31,1235.29,328813.04,4408822.04
1598,17-31,1234.29,328813.04,4408822.04
1599,17-31,1233.29,328813.04,4408822.04
1600,17-31,1232.29,328813.04,4408822.04
1601,17-31,1231.29,328813.04,4408822.04
1602,17-31,1230.29,328813.04,4408822.04
1603,17-31,1229.29,328813.04,4408822.04
1604,17-31,1228.29,328813.04,4408822.04
1605,17-31,1227.29,328813.04,4408822.04
1606,17-31,1226.29,328813.04,4408822.04
1607,17-31,1225.29,328813.04,4408822.04
1608,17-31,1224.29,328813.04,4408822.04
1609,17-31,1223.29,328813.04,4408822.04
1610,17-31,1222.29,328813.04,4408822.04
1611,17-31,1221.29,328813.04,4408822.04
1612,17-31,1220.29,328813.04,4408822.04
1613,17-31,1219.29,328813.04,4408822.04
1614,17-31,1218.29,328813.04,4408822.04
1615,17-31,1217.29,328813.04,4408822.04
1616,17-31,1216.29,328813.04,4408822.04
1617,17-31,1215.29,328813.04,4408822.04
1618,17-31,1214.29,328813.04,4408822.04
1619,17-31,1213.29,328813.04,4408822.04
1620,17-31,1212.29,328813.04,4408822.04
1621,17-31,1211.29,328813.04,4408822.04
1622,17-31,1210.29,328813.04,4408822.04
1623,17-31,1209.29,328813.04,4408822.04
1624,17-31,1208.29,328813.04,4408822.04
1625,17-31,1207.29,328813.04,4408822.04
1626,17-31,1206.29,328813.04,4408822.04
1627,17-31,1205.29,328813.04,4408822.04
1628,17-31,1204.29,328813.04,4408822.04
1629,17-31,1203.29,328813.04,4408822.04
1630,17-31,1202.29,328813.04,4408822.04
1631,17-31,1201.29,328813.04,4408822.04
1632,17-31,1200.29,328813.04,4408822.04
1633,17-31,1199.29,328813.04,4408822.04
1634,17-31,1198.29,328813.04,4408822.04
1635,17-31,1197.29,328813.04,4408822.04
1636,17-31,1196.29,328813.04,4408822.04
1637,17-31,1195.29,328813.04,4408822.04
1638,17-31,1194.29,328813.04,4408822.04
1639,17-31,1193.29,328813.04,4408822.04
1640,17-31,1192.29,328813.04,4408822.04
1641,17-31,1191.29,328813.04,4408822.04
1642,17-31,1190.29,328813.04,4408822.04
1643,17-31,1189.29,328813.04,4408822.04
1644,17-31,1188.29,328813.04,4408822.04
1645,17-31,1187.29,328813.04,4408822.04
1646,17-31,1186.29,328813.04,4408822.04
1647,17-31,1185.29,328813.04,4408822.04
1648,17-31,1184.29,328813.04,4408822.04
1649,17-31,1183.29,328813.04,4408822.04
1650,17-31,1182.29,328813.04,4408822.04
1651,17-31,1181.29,328813.04,4408822.04
1652,17-31,1180.29,328813.04,4408822.04
1653,17-31,1179.29,328813.04,4408822.04
1654,17-31,1178.29,328813.04,4408822.04
1655,17-31,1177.29,328813.04,4408822.04
1656,17-31,1176.29,328813.04,4408822.04
1657,17-31,1175.29,328813.04,4408822.04
1658,17-31,1174.29,328813.04,4408822.04
1659,17-31,1173.29,328813.04,4408822.04
1660,17-31,1172.29,328813.04,4408822.04
1661,17-31,1171.29,328813.04,4408822.04
1662,17-31,1170.29,328813.04,4408822.04
1663,17-31,1169.29,328813.04,4408822.04
1664,17-31,1168.29,328813.04,4408822.04
1665,17-31,1167.29,328813.04,4408822.04
1666,17-31,1166.29,328813.04,4408822.04
1667,17-31,1165.29,328813.04,4408822.04
1668,17-31,1164.29,328813.04,4408822.04
1669,17-31,1163.29,328813.04,4408822.04
1670,17-31,1162.29,328813.04,4408822.04
1671,17-31,1161.29,328813.04,4408822.04
1672,17-31,1160.29,328813.04,4408822.04
1673,17-31,1159.29,328813.04,4408822.04
1674,17-31,1158.29,328813.04,4408822.04
1675,17-31,1157.29,328813.04,4408822.04
1676,17-31,1156.29,328813.04,4408822.04
1677,17-31,1155.29,328813.04,4408822.04
1678,17-31,1154.29,328813.04,4408822.04
1679,17-31,1153.29,328813.04,4408822.04
1680,17-31,1152.29,328813.04,4408822.04
1681,17-31,1151.29,328813.04,4408822.04
1682,17-31,1150.29,328813.04,4408822.04
1683,17-31,1149.29,328813.04,4408822.04
1684,17-31,1148.29,328813.04,4408822.04
1685,17-31,1147.29,328813.04,4408822.04
1686,17-31,1146.29,328813.04,4408822.04
1687,17-31,1145.29,328813.04,4408822.04
1688,17-31,1144.29,328813.04,4408822.04
1689,17-31,1143.29,328813.04,4408822.04
1690,17-31,1142.29,328813.04,4408822.04
1691,17-31,1141.29,328813.04,4408822.04
1692,17-31,1140.29,328813.04,4408822.04
1693,17-31,1139.29,328813.04,4408822.04
1694,17-31,1138.29,328813.04,4408822.04
1695,17-31,1137.29,328813.04,4408822.04
1696,17-31,1136.29,328813.04,4408822.04
1697,17-31,1135.29,328813.04,4408822.04
1698,17-31,1134.29,328813.04,4408822.04
1699,17-31,1133.29,328813.04,4408822.04
1700,17-31,1132.29,328813.04,4408822.04
1701,17-31,1131.29,328813.04,4408822.04
1702,17-31,1130.29,328813.04,4408822.04
1703,17-31,1129.29,328813.04,4408822.04
1704,17-31,1128.29,328813.04,4408822.04
1705,17-31,1127.29,328813.04,4408822.04
1706,17-31,1126.29,328813.04,4408822.04
1707,17-31,1125.29,328813.04,4408822.04
1708,17-31,1124.29,328813.04,4408822.04
1709,17-31,1123.29,328813.04,4408822.04
1710,17-31,1122.29,328813.04,4408822.04
1711,17-31,1121.29,328813.04,4408822.04
1712,17-31,1120.29,328813.04,4408822.04
1713,17-31,1119.29,328813.04,4408822.04
1714,17-31,1118.29,328813.04,4408822.04
1715,17-31,1117.29,328813.04,4408822.04
1716,17-31,1116.29,328813.04,4408822.04
1717,17-31,1115.29,328813.04,4408822.04
1718,17-31,1114.29,328813.04,4408822.04
1719,17-31,1113.29,328813.04,4408822.04
1720,17-31,1112.29,328813.04,4408822.04
1721,17-31,1111.29,328813.04,4408822.04
1722,17-31,1110.29,328813.04,4408822.04
1723,17-31,1109.29,328813.04,4408822.04
1724,17-31,1108.29,328813.04,4408822.04
1725,17-31,1107.29,328813.04,4408822.04
1726,17-31,1106.29,328813.04,4408822.04
1727,17-31,1105.29,328813.04,4408822.04
1728,17-31,1104.29,328813.04,4408822.04
1729,17-31,1103.29,328813.04,4408822.04
1730,17-31,1102.29,328813.04,4408822.04
1731,17-31,1101.29,328813.04,4408822.04
1732,17-31,1100.29,328813.04,4408822.04
1733,17-31,1099.29,328813.04,4408822.04
1734,17-31,1098.29,328813.04,4408822.04
1735,17-31,1097.29,328813.04,4408822.04
1736,17-31,1096.29,328813.04,4408822.04
1737,17-31,1095.29,328813.04,4408822.04
1738,17-31,1094.29,328813.04,4408822.04
1739,17-31,1093.29,328813.04,4408822.04
1740,17-31,1092.29,328813.04,4408822.04
1741,17-31,1091.29,328813.04,4408822.04
1742,17-31,1090.29,328813.04,4408822.04
1743,17-31,1089.29,328813.04,4408822.04
1744,17-31,1088.29,328813.04,4408822.04
1745,17-31,1087.29,328813.04,4408822.04
1746,17-31,1086.29,328813.04,4408822.04
1747,17-31,1085.29,328813.04,4408822.04
1748,17-31,1084.29,328813.04,4408822.04
1749,17-31,1083.29,328813.04,4408822.04
1750,17-31,1082.29,328813.04,4408822.04
1751,17-31,1081.29,328813.04,4408822.04
1752,17-31,1080.29,328813.04,4408822.04
1753,17-31,1079.29,328813.04,4408822.04
1754,17-31,1078.29,328813.04,4408822.04
1755,17-31,1077.29,328813.04,4408822.04
1756,17-31,1076.29,328813.04,4408822.04
1757,17-31,1075.29,328813.04,4408822.04
1758,17-31,1074.29,328813.04,4408822.04
1759,17-31,1073.29,328813.04,4408822.04
1760,17-31,1072.29,328813.04,4408822.04
1761,17-31,1071.29,328813.04,4408822.04
1762,17-31,1070.29,328813.04,4408822.04
1763,17-31,1069.29,328813.04,4408822.04
1764,17-31,1068.29,328813.04,4408822.04
1765,17-31,1067.29,328813.04,4408822.04
1766,17-31,1066.29,328813.04,4408822.04
1767,17-31,1065.29,328813.04,4408822.04
1768,17-31,1064.29,328813.04,4408822.04
1769,17-31,1063.29,328813.04,4408822.04
1770,17-31,1062.29,328813.04,4408822.04
1771,17-31,1061.29,328813.04,4408822.04
1772,17-31,1060.29,328813.04,4408822.04
1773,17-31,1059.29,328813.04,4408822.04
1774,17-31,1058.29,328813.04,4408822.04
1775,17-31,1057.29,328813.04,4408822.04
1776,17-31,1056.29,328813.04,4408822.04
1777,17-31,1055.29,328813.04,4408822.04
1778,17-31,1054.29,328813.04,4408822.04
1779,17-31,1053.29,328813.04,4408822.04
1780,17-31,1052.29,328813.04,4408822.04
