OID_,WellName,Zm,Xm,Ym
28454,82A-11,-610.168,327272.277,4406674.223
28455,82A-11,-611.12,327272.576,4406674.165
28456,82A-11,-612.073,327272.875,4406674.107
28457,82A-11,-613.025,327273.173,4406674.048
28458,82A-11,-613.978,327273.471,4406673.989
28459,82A-11,-614.931,327273.768,4406673.929
28460,82A-11,-615.884,327274.065,4406673.869
28461,82A-11,-616.837,327274.362,4406673.809
28462,82A-11,-617.79,327274.658,4406673.748
28463,82A-11,-618.744,327274.953,4406673.687
28464,82A-11,-619.697,327275.248,4406673.625
28465,82A-11,-620.651,327275.543,4406673.563
28466,82A-11,-621.605,327275.837,4406673.5
28467,82A-11,-622.559,327276.13,4406673.437
28468,82A-11,-623.513,327276.423,4406673.374
28469,82A-11,-624.467,327276.715,4406673.31
28470,82A-11,-625.421,327277.007,4406673.246
28471,82A-11,-626.376,327277.298,4406673.182
28472,82A-11,-627.33,327277.589,4406673.117
28473,82A-11,-628.285,327277.88,4406673.052
28474,82A-11,-629.24,327278.17,4406672.986
28475,82A-11,-630.195,327278.459,4406672.92
28476,82A-11,-631.15,327278.748,4406672.853
28477,82A-11,-632.105,327279.036,4406672.786
28478,82A-11,-633.06,327279.324,4406672.719
28479,82A-11,-634.016,327279.611,4406672.651
28480,82A-11,-634.971,327279.898,4406672.583
28481,82A-11,-635.927,327280.184,4406672.514
28482,82A-11,-636.883,327280.47,4406672.445
28483,82A-11,-637.838,327280.756,4406672.376
28484,82A-11,-638.794,327281.041,4406672.306
28485,82A-11,-639.751,327281.325,4406672.236
28486,82A-11,-640.707,327281.609,4406672.166
28487,82A-11,-641.663,327281.892,4406672.095
28488,82A-11,-642.62,327282.175,4406672.024
28489,82A-11,-643.576,327282.458,4406671.954
28490,82A-11,-644.533,327282.741,4406671.883
28491,82A-11,-645.49,327283.023,4406671.813
28492,82A-11,-646.446,327283.306,4406671.742
28493,82A-11,-647.403,327283.588,4406671.672
28494,82A-11,-648.36,327283.87,4406671.601
28495,82A-11,-649.317,327284.151,4406671.531
28496,82A-11,-650.274,327284.432,4406671.461
28497,82A-11,-651.231,327284.713,4406671.391
28498,82A-11,-652.189,327284.994,4406671.321
28499,82A-11,-653.146,327285.274,4406671.251
28500,82A-11,-654.103,327285.554,4406671.181
28501,82A-11,-655.061,327285.834,4406671.111
28502,82A-11,-656.018,327286.114,4406671.042
28503,82A-11,-656.976,327286.393,4406670.972
28504,82A-11,-657.934,327286.672,4406670.903
28505,82A-11,-658.892,327286.951,4406670.833
28506,82A-11,-659.849,327287.229,4406670.764
28507,82A-11,-660.807,327287.508,4406670.694
28508,82A-11,-661.766,327287.786,4406670.625
28509,82A-11,-662.724,327288.063,4406670.555
28510,82A-11,-663.682,327288.341,4406670.486
28511,82A-11,-664.64,327288.618,4406670.417
28512,82A-11,-665.599,327288.895,4406670.348
28513,82A-11,-666.557,327289.172,4406670.279
28514,82A-11,-667.515,327289.449,4406670.21
28515,82A-11,-668.474,327289.725,4406670.141
28516,82A-11,-669.433,327290.001,4406670.072
28517,82A-11,-670.392,327290.277,4406670.004
28518,82A-11,-671.35,327290.552,4406669.935
28519,82A-11,-672.309,327290.827,4406669.866
28520,82A-11,-673.268,327291.102,4406669.798
28521,82A-11,-674.228,327291.377,4406669.729
28522,82A-11,-675.187,327291.651,4406669.661
28523,82A-11,-676.146,327291.925,4406669.593
28524,82A-11,-677.105,327292.199,4406669.524
28525,82A-11,-678.065,327292.473,4406669.456
28526,82A-11,-679.024,327292.746,4406669.388
28527,82A-11,-679.984,327293.02,4406669.32
28528,82A-11,-680.943,327293.293,4406669.252
28529,82A-11,-681.903,327293.565,4406669.184
28530,82A-11,-682.863,327293.838,4406669.116
28531,82A-11,-683.823,327294.11,4406669.048
28532,82A-11,-684.782,327294.382,4406668.981
28533,82A-11,-685.742,327294.654,4406668.913
28534,82A-11,-686.702,327294.926,4406668.845
28535,82A-11,-687.662,327295.197,4406668.776
28536,82A-11,-688.622,327295.468,4406668.706
28537,82A-11,-689.582,327295.74,4406668.636
28538,82A-11,-690.542,327296.011,4406668.565
28539,82A-11,-691.502,327296.282,4406668.493
28540,82A-11,-692.462,327296.553,4406668.42
28541,82A-11,-693.422,327296.824,4406668.347
28542,82A-11,-694.381,327297.095,4406668.273
28543,82A-11,-695.341,327297.366,4406668.198
28544,82A-11,-696.301,327297.637,4406668.122
28545,82A-11,-697.26,327297.908,4406668.046
28546,82A-11,-698.22,327298.179,4406667.969
28547,82A-11,-699.179,327298.45,4406667.891
28548,82A-11,-700.139,327298.721,4406667.812
28549,82A-11,-701.098,327298.991,4406667.733
28550,82A-11,-702.057,327299.262,4406667.653
28551,82A-11,-703.016,327299.533,4406667.572
28552,82A-11,-703.976,327299.803,4406667.49
28553,82A-11,-704.935,327300.074,4406667.408
28554,82A-11,-705.894,327300.345,4406667.325
28555,82A-11,-706.853,327300.615,4406667.241
28556,82A-11,-707.812,327300.885,4406667.156
28557,82A-11,-708.771,327301.156,4406667.071
28558,82A-11,-709.73,327301.426,4406666.985
28559,82A-11,-710.689,327301.696,4406666.899
28560,82A-11,-711.648,327301.966,4406666.811
28561,82A-11,-712.607,327302.236,4406666.723
28562,82A-11,-713.565,327302.506,4406666.634
28563,82A-11,-714.524,327302.776,4406666.544
28564,82A-11,-715.483,327303.046,4406666.453
28565,82A-11,-716.441,327303.316,4406666.362
28566,82A-11,-717.4,327303.586,4406666.27
28567,82A-11,-718.358,327303.856,4406666.177
28568,82A-11,-719.316,327304.126,4406666.083
28569,82A-11,-720.275,327304.395,4406665.989
28570,82A-11,-721.233,327304.665,4406665.894
28571,82A-11,-722.191,327304.935,4406665.798
28572,82A-11,-723.149,327305.204,4406665.702
28573,82A-11,-724.107,327305.474,4406665.605
28574,82A-11,-725.065,327305.744,4406665.507
28575,82A-11,-726.023,327306.013,4406665.408
28576,82A-11,-726.981,327306.282,4406665.308
28577,82A-11,-727.939,327306.552,4406665.208
28578,82A-11,-728.897,327306.821,4406665.107
28579,82A-11,-729.854,327307.09,4406665.006
28580,82A-11,-730.812,327307.359,4406664.903
28581,82A-11,-731.77,327307.628,4406664.8
28582,82A-11,-732.727,327307.896,4406664.698
28583,82A-11,-733.685,327308.164,4406664.595
28584,82A-11,-734.644,327308.432,4406664.493
28585,82A-11,-735.602,327308.699,4406664.392
28586,82A-11,-736.56,327308.965,4406664.291
28587,82A-11,-737.519,327309.231,4406664.191
28588,82A-11,-738.478,327309.497,4406664.091
28589,82A-11,-739.437,327309.762,4406663.992
28590,82A-11,-740.397,327310.026,4406663.893
28591,82A-11,-741.356,327310.29,4406663.795
28592,82A-11,-742.316,327310.553,4406663.697
28593,82A-11,-743.276,327310.817,4406663.6
28594,82A-11,-744.236,327311.079,4406663.504
28595,82A-11,-745.196,327311.341,4406663.408
28596,82A-11,-746.157,327311.602,4406663.313
28597,82A-11,-747.117,327311.863,4406663.218
28598,82A-11,-748.078,327312.123,4406663.123
28599,82A-11,-749.04,327312.383,4406663.029
28600,82A-11,-750.001,327312.642,4406662.936
28601,82A-11,-750.962,327312.901,4406662.843
28602,82A-11,-751.924,327313.159,4406662.751
28603,82A-11,-752.886,327313.417,4406662.66
28604,82A-11,-753.848,327313.674,4406662.569
28605,82A-11,-754.81,327313.931,4406662.478
28606,82A-11,-755.772,327314.187,4406662.388
28607,82A-11,-756.735,327314.443,4406662.298
28608,82A-11,-757.698,327314.698,4406662.209
28609,82A-11,-758.661,327314.953,4406662.12
28610,82A-11,-759.624,327315.207,4406662.032
28611,82A-11,-760.587,327315.461,4406661.944
28612,82A-11,-761.551,327315.714,4406661.857
28613,82A-11,-762.514,327315.966,4406661.771
28614,82A-11,-763.478,327316.218,4406661.685
28615,82A-11,-764.442,327316.47,4406661.599
28616,82A-11,-765.406,327316.721,4406661.514
28617,82A-11,-766.371,327316.972,4406661.429
28618,82A-11,-767.335,327317.222,4406661.345
28619,82A-11,-768.3,327317.471,4406661.262
28620,82A-11,-769.265,327317.72,4406661.179
28621,82A-11,-770.23,327317.969,4406661.097
28622,82A-11,-771.196,327318.217,4406661.015
28623,82A-11,-772.161,327318.464,4406660.934
28624,82A-11,-773.127,327318.711,4406660.853
28625,82A-11,-774.093,327318.958,4406660.773
28626,82A-11,-775.058,327319.204,4406660.693
28627,82A-11,-776.024,327319.45,4406660.613
28628,82A-11,-776.99,327319.696,4406660.533
28629,82A-11,-777.956,327319.942,4406660.453
28630,82A-11,-778.922,327320.188,4406660.373
28631,82A-11,-779.888,327320.434,4406660.293
28632,82A-11,-780.854,327320.68,4406660.213
28633,82A-11,-781.82,327320.927,4406660.133
28634,82A-11,-782.786,327321.173,4406660.053
28635,82A-11,-783.752,327321.419,4406659.973
28636,82A-11,-784.718,327321.665,4406659.893
28637,82A-11,-785.684,327321.912,4406659.813
28638,82A-11,-786.649,327322.158,4406659.733
28639,82A-11,-787.615,327322.404,4406659.653
28640,82A-11,-788.581,327322.65,4406659.573
28641,82A-11,-789.547,327322.896,4406659.493
28642,82A-11,-790.513,327323.142,4406659.413
28643,82A-11,-791.479,327323.388,4406659.333
28644,82A-11,-792.445,327323.633,4406659.253
28645,82A-11,-793.411,327323.88,4406659.173
28646,82A-11,-794.377,327324.126,4406659.093
28647,82A-11,-795.343,327324.372,4406659.014
28648,82A-11,-796.309,327324.619,4406658.934
28649,82A-11,-797.275,327324.865,4406658.855
28650,82A-11,-798.241,327325.111,4406658.774
28651,82A-11,-799.206,327325.357,4406658.694
28652,82A-11,-800.172,327325.603,4406658.614
28653,82A-11,-801.138,327325.85,4406658.534
28654,82A-11,-802.104,327326.096,4406658.454
28655,82A-11,-803.07,327326.342,4406658.374
28656,82A-11,-804.035,327326.588,4406658.294
28657,82A-11,-805.001,327326.834,4406658.214
28658,82A-11,-805.967,327327.08,4406658.134
28659,82A-11,-806.933,327327.327,4406658.054
28660,82A-11,-807.9,327327.573,4406657.974
28661,82A-11,-808.865,327327.819,4406657.894
28662,82A-11,-809.831,327328.064,4406657.814
28663,82A-11,-810.797,327328.31,4406657.734
28664,82A-11,-811.763,327328.556,4406657.654
28665,82A-11,-812.73,327328.803,4406657.574
28666,82A-11,-813.694,327329.049,4406657.494
28667,82A-11,-814.66,327329.296,4406657.414
28668,82A-11,-815.326,327329.465,4406657.359
28669,88-11,1244.96,326889,4405445.07
28670,88-11,1243.96,326889,4405445.07
28671,88-11,1242.96,326889,4405445.07
28672,88-11,1241.96,326889,4405445.07
28673,88-11,1240.96,326889,4405445.07
28674,88-11,1239.96,326889,4405445.07
28675,88-11,1238.96,326889,4405445.07
28676,88-11,1237.96,326889,4405445.07
28677,88-11,1236.96,326889,4405445.07
28678,88-11,1235.96,326889,4405445.07
28679,88-11,1234.96,326889,4405445.07
28680,88-11,1233.96,326889,4405445.07
28681,88-11,1232.96,326889,4405445.07
28682,88-11,1231.96,326889,4405445.07
28683,88-11,1230.96,326889,4405445.07
28684,88-11,1229.96,326889,4405445.07
28685,88-11,1228.96,326889,4405445.07
28686,88-11,1227.96,326889,4405445.07
28687,88-11,1226.96,326889,4405445.07
28688,88-11,1225.96,326889,4405445.07
28689,88-11,1224.96,326889,4405445.07
28690,88-11,1223.96,326889,4405445.07
28691,88-11,1222.96,326889,4405445.07
28692,88-11,1221.96,326889,4405445.07
28693,88-11,1220.96,326889,4405445.07
28694,88-11,1219.96,326889,4405445.07
28695,88-11,1218.96,326889,4405445.07
28696,88-11,1217.96,326889,4405445.07
28697,88-11,1216.96,326889,4405445.07
28698,88-11,1215.96,326889,4405445.07
28699,88-11,1214.96,326889,4405445.07
28700,88-11,1213.96,326889,4405445.07
28701,88-11,1212.96,326889,4405445.07
28702,88-11,1211.96,326889,4405445.07
28703,88-11,1210.96,326889,4405445.07
28704,88-11,1209.96,326889,4405445.07
28705,88-11,1208.96,326889,4405445.07
28706,88-11,1207.96,326889,4405445.07
28707,88-11,1206.96,326889,4405445.07
28708,88-11,1205.96,326889,4405445.07
28709,88-11,1204.96,326889,4405445.07
28710,88-11,1203.96,326889,4405445.07
28711,88-11,1202.96,326889,4405445.07
28712,88-11,1201.96,326889,4405445.07
28713,88-11,1200.96,326889,4405445.07
28714,88-11,1199.96,326889,4405445.07
28715,88-11,1198.96,326889,4405445.07
28716,88-11,1197.96,326889,4405445.07
28717,88-11,1196.96,326889,4405445.07
28718,88-11,1195.96,326889,4405445.07
28719,88-11,1194.96,326889,4405445.07
28720,88-11,1193.96,326889,4405445.07
28721,88-11,1192.96,326889,4405445.07
28722,88-11,1191.96,326889,4405445.07
28723,88-11,1190.96,326889,4405445.07
28724,88-11,1189.96,326889,4405445.07
28725,88-11,1188.96,326889,4405445.07
28726,88-11,1187.96,326889,4405445.07
28727,88-11,1186.96,326889,4405445.07
28728,88-11,1185.96,326889,4405445.07
28729,88-11,1184.96,326889,4405445.07
28730,88-11,1183.96,326889,4405445.07
28731,88-11,1182.96,326889,4405445.07
28732,88-11,1181.96,326889,4405445.07
28733,88-11,1180.96,326889,4405445.07
28734,88-11,1179.96,326889,4405445.07
28735,88-11,1178.96,326889,4405445.07
28736,88-11,1177.96,326889,4405445.07
28737,88-11,1176.96,326889,4405445.07
28738,88-11,1175.96,326889,4405445.07
28739,88-11,1174.96,326889,4405445.07
28740,88-11,1173.96,326889,4405445.07
28741,88-11,1172.96,326889,4405445.07
28742,88-11,1171.96,326889,4405445.07
28743,88-11,1170.96,326889,4405445.07
28744,88-11,1169.96,326889,4405445.07
28745,88-11,1168.96,326889,4405445.07
28746,88-11,1167.96,326889,4405445.07
28747,88-11,1166.96,326889,4405445.07
28748,88-11,1165.96,326889,4405445.07
28749,88-11,1164.96,326889,4405445.07
28750,88-11,1163.96,326889,4405445.07
28751,88-11,1162.96,326889,4405445.07
28752,88-11,1161.96,326889,4405445.07
28753,88-11,1160.96,326889,4405445.07
28754,88-11,1159.96,326889,4405445.07
28755,88-11,1158.96,326889,4405445.07
28756,88-11,1157.96,326889,4405445.07
28757,88-11,1156.96,326889,4405445.07
28758,88-11,1155.96,326889,4405445.07
28759,88-11,1154.96,326889,4405445.07
28760,88-11,1153.96,326889,4405445.07
28761,88-11,1152.96,326889,4405445.07
28762,88-11,1151.96,326889,4405445.07
28763,88-11,1150.96,326889,4405445.07
28764,88-11,1149.96,326889,4405445.07
28765,88-11,1148.96,326889,4405445.07
28766,88-11,1147.96,326889,4405445.07
28767,88-11,1146.96,326889,4405445.07
28768,88-11,1145.96,326889,4405445.07
28769,88-11,1144.96,326889,4405445.07
28770,88-11,1143.96,326889,4405445.07
28771,88-11,1142.96,326889,4405445.07
28772,88-11,1141.96,326889,4405445.07
28773,88-11,1140.96,326889,4405445.07
28774,88-11,1139.96,326889,4405445.07
28775,88-11,1138.96,326889,4405445.07
28776,88-11,1137.96,326889,4405445.07
28777,88-11,1136.96,326889,4405445.07
28778,88-11,1135.96,326889,4405445.07
28779,88-11,1134.96,326889,4405445.07
28780,88-11,1133.96,326889,4405445.07
28781,88-11,1132.96,326889,4405445.07
28782,88-11,1131.96,326889,4405445.07
28783,88-11,1130.96,326889,4405445.07
28784,88-11,1129.96,326889,4405445.07
28785,88-11,1128.96,326889,4405445.07
28786,88-11,1127.96,326889,4405445.07
28787,88-11,1126.96,326889,4405445.07
28788,88-11,1125.96,326889,4405445.07
28789,88-11,1124.96,326889,4405445.07
28790,88-11,1123.96,326889,4405445.07
28791,88-11,1122.96,326889,4405445.07
28792,88-11,1121.96,326889,4405445.07
28793,88-11,1120.96,326889,4405445.07
28794,88-11,1119.96,326889,4405445.07
28795,88-11,1118.96,326889,4405445.07
28796,88-11,1117.96,326889,4405445.07
28797,88-11,1116.96,326889,4405445.07
28798,88-11,1115.96,326889,4405445.07
28799,88-11,1114.96,326889,4405445.07
28800,88-11,1113.96,326889,4405445.07
28801,88-11,1112.96,326889,4405445.07
28802,88-11,1111.96,326889,4405445.07
28803,88-11,1110.96,326889,4405445.07
28804,88-11,1109.96,326889,4405445.07
28805,88-11,1108.96,326889,4405445.07
28806,88-11,1107.96,326889,4405445.07
28807,88-11,1106.96,326889,4405445.07
28808,88-11,1105.96,326889,4405445.07
28809,88-11,1104.96,326889,4405445.07
28810,88-11,1103.96,326889,4405445.07
28811,88-11,1102.96,326889,4405445.07
28812,88-11,1101.96,326889,4405445.07
28813,88-11,1100.96,326889,4405445.07
28814,88-11,1099.96,326889,4405445.07
28815,88-11,1098.96,326889,4405445.07
28816,88-11,1097.96,326889,4405445.07
28817,88-11,1096.96,326889,4405445.07
28818,88-11,1095.96,326889,4405445.07
28819,88-11,1094.96,326889,4405445.07
28820,88-11,1093.96,326889,4405445.07
28821,88-11,1092.96,326889,4405445.07
28822,88-11,1091.96,326889,4405445.07
28823,88-11,1090.96,326889,4405445.07
28824,88-11,1089.96,326889,4405445.07
28825,88-11,1088.96,326889,4405445.07
28826,88-11,1087.96,326889,4405445.07
28827,88-11,1086.96,326889,4405445.07
28828,88-11,1085.96,326889,4405445.07
28829,88-11,1084.96,326889,4405445.07
28830,88-11,1083.96,326889,4405445.07
28831,88-11,1082.96,326889,4405445.07
28832,88-11,1081.96,326889,4405445.07
28833,88-11,1080.96,326889,4405445.07
28834,88-11,1079.96,326889,4405445.07
28835,88-11,1078.96,326889,4405445.07
28836,88-11,1077.96,326889,4405445.07
28837,88-11,1076.96,326889,4405445.07
28838,88-11,1075.96,326889,4405445.07
28839,88-11,1074.96,326889,4405445.07
28840,88-11,1073.96,326889,4405445.07
28841,88-11,1072.96,326889,4405445.07
28842,88-11,1071.96,326889,4405445.07
28843,88-11,1070.96,326889,4405445.07
28844,88-11,1069.96,326889,4405445.07
28845,88-11,1068.96,326889,4405445.07
28846,88-11,1067.96,326889,4405445.07
28847,88-11,1066.96,326889,4405445.07
28848,88-11,1065.96,326889,4405445.07
28849,88-11,1064.96,326889,4405445.07
28850,88-11,1063.96,326889,4405445.07
28851,88-11,1062.96,326889,4405445.07
28852,88-11,1061.96,326889,4405445.07
28853,88-11,1060.96,326889,4405445.07
28854,88-11,1059.96,326889,4405445.07
28855,88-11,1058.96,326889,4405445.07
28856,88-11,1057.96,326889,4405445.07
28857,88-11,1056.96,326889,4405445.07
28858,88-11,1055.96,326889,4405445.07
28859,88-11,1054.96,326889,4405445.07
28860,88-11,1053.96,326889,4405445.07
28861,88-11,1052.96,326889,4405445.07
28862,88-11,1051.96,326889,4405445.07
28863,88-11,1050.96,326889,4405445.07
28864,88-11,1049.96,326889,4405445.07
28865,88-11,1048.96,326889,4405445.07
28866,88-11,1047.96,326889,4405445.07
28867,88-11,1046.96,326889,4405445.07
28868,88-11,1045.96,326889,4405445.07
28869,88-11,1044.96,326889,4405445.07
28870,88-11,1043.96,326889,4405445.07
28871,88-11,1042.96,326889,4405445.07
28872,88-11,1041.96,326889,4405445.07
28873,88-11,1040.96,326889,4405445.07
28874,88-11,1039.96,326889,4405445.07
28875,88-11,1038.96,326889,4405445.07
28876,88-11,1037.96,326889,4405445.07
28877,88-11,1036.96,326889,4405445.07
28878,88-11,1035.96,326889,4405445.07
28879,88-11,1034.96,326889,4405445.07
28880,88-11,1033.96,326889,4405445.07
28881,88-11,1032.96,326889,4405445.07
28882,88-11,1031.96,326889,4405445.07
28883,88-11,1030.96,326889,4405445.07
28884,88-11,1029.96,326889,4405445.07
28885,88-11,1028.96,326889,4405445.07
28886,88-11,1027.96,326889,4405445.07
28887,88-11,1026.96,326889,4405445.07
28888,88-11,1025.96,326889,4405445.07
28889,88-11,1024.96,326889,4405445.07
28890,88-11,1023.96,326889,4405445.07
28891,88-11,1022.96,326889,4405445.07
28892,88-11,1021.96,326889,4405445.07
28893,88-11,1020.96,326889,4405445.07
28894,88-11,1019.96,326889,4405445.07
28895,88-11,1018.96,326889,4405445.07
28896,88-11,1017.96,326889,4405445.07
28897,88-11,1016.96,326889,4405445.07
28898,88-11,1015.96,326889,4405445.07
28899,88-11,1014.96,326889,4405445.07
28900,88-11,1013.96,326889,4405445.07
28901,88-11,1012.96,326889,4405445.07
28902,88-11,1011.96,326889,4405445.07
28903,88-11,1010.96,326889,4405445.07
28904,88-11,1009.96,326889,4405445.07
28905,88-11,1008.96,326889,4405445.07
28906,88-11,1007.96,326889,4405445.07
28907,88-11,1006.96,326889,4405445.07
28908,88-11,1005.96,326889,4405445.07
28909,88-11,1004.96,326889,4405445.07
28910,88-11,1003.96,326889,4405445.07
28911,88-11,1002.96,326889,4405445.07
28912,88-11,1001.96,326889,4405445.07
28913,88-11,1000.96,326889,4405445.07
28914,88-11,999.96,326889,4405445.07
28915,88-11,998.96,326889,4405445.07
28916,88-11,997.96,326889,4405445.07
28917,88-11,996.96,326889,4405445.07
28918,88-11,995.96,326889,4405445.07
28919,88-11,994.96,326889,4405445.07
28920,88-11,993.96,326889,4405445.07
28921,88-11,992.96,326889,4405445.07
28922,88-11,991.96,326889,4405445.07
28923,88-11,990.96,326889,4405445.07
28924,88-11,989.96,326889,4405445.07
28925,88-11,988.96,326889,4405445.07
28926,88-11,987.96,326889,4405445.07
28927,88-11,986.96,326889,4405445.07
28928,88-11,985.96,326889,4405445.07
28929,88-11,984.96,326889,4405445.07
28930,88-11,983.96,326889,4405445.07
28931,88-11,982.96,326889,4405445.07
28932,88-11,981.96,326889,4405445.07
28933,88-11,980.96,326889,4405445.07
28934,88-11,979.96,326889,4405445.07
28935,88-11,978.96,326889,4405445.07
28936,88-11,977.96,326889,4405445.07
28937,88-11,976.96,326889,4405445.07
28938,88-11,975.96,326889,4405445.07
28939,88-11,974.96,326889,4405445.07
28940,88-11,973.96,326889,4405445.07
28941,88-11,972.96,326889,4405445.07
28942,88-11,971.96,326889,4405445.07
28943,88-11,970.96,326889,4405445.07
28944,88-11,969.96,326889,4405445.07
28945,88-11,968.96,326889,4405445.07
28946,88-11,967.96,326889,4405445.07
28947,88-11,966.96,326889,4405445.07
28948,88-11,965.96,326889,4405445.07
28949,88-11,964.96,326889,4405445.07
28950,88-11,963.96,326889,4405445.07
28951,88-11,962.96,326889,4405445.07
28952,88-11,961.96,326889,4405445.07
28953,88-11,960.96,326889,4405445.07
28954,88-11,959.96,326889,4405445.07
28955,88-11,958.96,326889,4405445.07
28956,88-11,957.96,326889,4405445.07
28957,88-11,956.96,326889,4405445.07
28958,88-11,955.96,326889,4405445.07
28959,88-11,954.96,326889,4405445.07
28960,88-11,953.96,326889,4405445.07
28961,88-11,952.96,326889,4405445.07
28962,88-11,951.96,326889,4405445.07
28963,88-11,950.96,326889,4405445.07
28964,88-11,949.96,326889,4405445.07
28965,88-11,948.96,326889,4405445.07
28966,88-11,947.96,326889,4405445.07
28967,88-11,946.96,326889,4405445.07
28968,88-11,945.96,326889,4405445.07
28969,88-11,944.96,326889,4405445.07
28970,88-11,943.96,326889,4405445.07
28971,88-11,942.96,326889,4405445.07
28972,88-11,941.96,326889,4405445.07
28973,88-11,940.96,326889,4405445.07
28974,88-11,939.96,326889,4405445.07
28975,88-11,938.96,326889,4405445.07
28976,88-11,937.96,326889,4405445.07
28977,88-11,936.96,326889,4405445.07
28978,88-11,935.96,326889,4405445.07
28979,88-11,934.96,326889,4405445.07
28980,88-11,933.96,326889,4405445.07
28981,88-11,932.96,326889,4405445.07
28982,88-11,931.96,326889,4405445.07
28983,88-11,930.96,326889,4405445.07
28984,88-11,929.96,326889,4405445.07
28985,88-11,928.96,326889,4405445.07
28986,88-11,927.96,326889,4405445.07
28987,88-11,926.96,326889,4405445.07
28988,88-11,925.96,326889,4405445.07
28989,88-11,924.96,326889,4405445.07
28990,88-11,923.96,326889,4405445.07
28991,88-11,922.96,326889,4405445.07
28992,88-11,921.96,326889,4405445.07
28993,88-11,920.96,326889,4405445.07
28994,88-11,919.96,326889,4405445.07
28995,88-11,918.96,326889,4405445.07
28996,88-11,917.96,326889,4405445.07
28997,88-11,916.96,326889,4405445.07
28998,88-11,915.96,326889,4405445.07
28999,88-11,914.96,326889,4405445.07
29000,88-11,913.96,326889,4405445.07
29001,88-11,912.96,326889,4405445.07
29002,88-11,911.96,326889,4405445.07
29003,88-11,910.96,326889,4405445.07
29004,88-11,909.96,326889,4405445.07
29005,88-11,908.96,326889,4405445.07
29006,88-11,907.96,326889,4405445.07
29007,88-11,906.96,326889,4405445.07
29008,88-11,905.96,326889,4405445.07
29009,88-11,904.96,326889,4405445.07
29010,88-11,903.96,326889,4405445.07
29011,88-11,902.96,326889,4405445.07
29012,88-11,901.96,326889,4405445.07
29013,88-11,900.96,326889,4405445.07
29014,88-11,899.96,326889,4405445.07
29015,88-11,898.96,326889,4405445.07
29016,88-11,897.96,326889,4405445.07
29017,88-11,896.96,326889,4405445.07
29018,88-11,895.96,326889,4405445.07
29019,88-11,894.96,326889,4405445.07
29020,88-11,893.96,326889,4405445.07
29021,88-11,892.96,326889,4405445.07
29022,88-11,891.96,326889,4405445.07
29023,88-11,890.96,326889,4405445.07
29024,88-11,889.96,326889,4405445.07
29025,88-11,888.96,326889,4405445.07
29026,88-11,887.96,326889,4405445.07
29027,88-11,886.96,326889,4405445.07
29028,88-11,885.96,326889,4405445.07
29029,88-11,884.96,326889,4405445.07
29030,88-11,883.96,326889,4405445.07
29031,88-11,882.96,326889,4405445.07
29032,88-11,881.96,326889,4405445.07
29033,88-11,880.96,326889,4405445.07
29034,88-11,879.96,326889,4405445.07
29035,88-11,878.96,326889,4405445.07
29036,88-11,877.96,326889,4405445.07
29037,88-11,876.96,326889,4405445.07
29038,88-11,875.96,326889,4405445.07
29039,88-11,874.96,326889,4405445.07
29040,88-11,873.96,326889,4405445.07
29041,88-11,872.96,326889,4405445.07
29042,88-11,871.96,326889,4405445.07
29043,88-11,870.96,326889,4405445.07
29044,88-11,869.96,326889,4405445.07
29045,88-11,868.96,326889,4405445.07
29046,88-11,867.96,326889,4405445.07
29047,88-11,866.96,326889,4405445.07
29048,88-11,865.96,326889,4405445.07
29049,88-11,864.96,326889,4405445.07
29050,88-11,863.96,326889,4405445.07
29051,88-11,862.96,326889,4405445.07
29052,88-11,861.96,326889,4405445.07
29053,88-11,860.96,326889,4405445.07
29054,88-11,859.96,326889,4405445.07
29055,88-11,858.96,326889,4405445.07
29056,88-11,857.96,326889,4405445.07
29057,88-11,856.96,326889,4405445.07
29058,88-11,855.96,326889,4405445.07
29059,88-11,854.96,326889,4405445.07
29060,88-11,853.96,326889,4405445.07
29061,88-11,852.96,326889,4405445.07
29062,88-11,851.96,326889,4405445.07
29063,88-11,850.96,326889,4405445.07
29064,88-11,849.96,326889,4405445.07
29065,88-11,848.96,326889,4405445.07
29066,88-11,847.96,326889,4405445.07
29067,88-11,846.96,326889,4405445.07
29068,88-11,845.96,326889,4405445.07
29069,88-11,844.96,326889,4405445.07
29070,88-11,843.96,326889,4405445.07
29071,88-11,842.96,326889,4405445.07
29072,88-11,841.96,326889,4405445.07
29073,88-11,840.96,326889,4405445.07
29074,88-11,839.96,326889,4405445.07
29075,88-11,838.96,326889,4405445.07
29076,88-11,837.96,326889,4405445.07
29077,88-11,836.96,326889,4405445.07
29078,88-11,835.96,326889,4405445.07
29079,88-11,834.96,326889,4405445.07
29080,88-11,833.96,326889,4405445.07
29081,88-11,832.96,326889,4405445.07
29082,88-11,831.96,326889,4405445.07
29083,88-11,830.96,326889,4405445.07
29084,88-11,829.96,326889,4405445.07
29085,88-11,828.96,326889,4405445.07
29086,88-11,827.96,326889,4405445.07
29087,88-11,826.96,326889,4405445.07
29088,88-11,825.96,326889,4405445.07
29089,88-11,824.96,326889,4405445.07
29090,88-11,823.96,326889,4405445.07
29091,88-11,822.96,326889,4405445.07
29092,88-11,821.96,326889,4405445.07
29093,88-11,820.96,326889,4405445.07
29094,88-11,819.96,326889,4405445.07
29095,88-11,818.96,326889,4405445.07
29096,88-11,817.96,326889,4405445.07
