index,id,X,Y,Zone
1943,18,324103,4406847,West
1944,18,324120,4406875,West
1945,18,324138,4406902,West
1946,18,324157,4406928,West
1947,18,324175,4406954,West
1948,18,324194,4406980,West
1949,18,324213,4407006,West
1950,18,324232,4407031,West
1951,18,324252,4407056,West
1952,18,324271,4407081,West
1953,18,324291,4407105,West
1954,18,324312,4407129,West
1955,18,324332,4407153,West
1956,18,324353,4407176,West
1957,18,324374,4407199,West
1958,18,324395,4407222,West
1959,18,324417,4407244,West
1960,18,324438,4407266,West
1961,18,324460,4407288,West
1962,18,324482,4407309,West
1963,18,324505,4407330,West
1964,18,324528,4407351,West
1965,18,324551,4407371,West
1966,18,324574,4407391,West
1967,18,324597,4407410,West
1968,18,324613,4407423,West
1969,18,324629,4407435,West
1970,18,324645,4407447,West
1971,18,324662,4407459,West
1972,18,324680,4407471,West
1973,18,324698,4407482,West
1974,18,324716,4407493,West
1975,18,324734,4407504,West
1976,18,324754,4407515,West
1977,18,324773,4407525,West
1978,18,324794,4407536,West
1979,18,324814,4407546,West
1980,18,324836,4407556,West
1981,18,324857,4407565,West
1982,18,324880,4407575,West
1983,18,324903,4407584,West
1984,18,324925,4407593,West
1985,18,324947,4407601,West
1986,18,324969,4407610,West
1987,18,324993,4407618,West
1988,18,325017,4407626,West
1989,18,325042,4407634,West
1990,18,325068,4407642,West
1991,18,325095,4407651,West
1992,18,325146,4407666,West
1993,18,325202,4407682,West
1994,18,325259,4407697,West
1995,18,325410,4407738,West
1996,18,325455,4407751,West
1997,18,325495,4407762,West
1998,18,325540,4407775,West
1999,18,325582,4407788,West
2000,18,325622,4407801,West
2001,18,325660,4407814,West
2002,18,325682,4407822,West
2003,18,325704,4407830,West
2004,18,325725,4407838,West
2005,18,325746,4407847,West
2006,18,325766,4407855,West
2007,18,325786,4407863,West
2008,18,325805,4407872,West
2009,18,325823,4407880,West
2010,18,325842,4407889,West
2011,18,325860,4407898,West
2012,18,325877,4407907,West
2013,18,325894,4407917,West
2014,18,325911,4407926,West
2015,18,325928,4407936,West
2016,18,325944,4407945,West
2017,18,325959,4407955,West
2018,18,325994,4407978,West
2019,18,326028,4408000,West
2020,18,326062,4408023,West
2021,18,326096,4408047,West
2022,18,326130,4408070,West
2023,18,326163,4408094,West
2024,18,326196,4408118,West
2025,18,326229,4408143,West
2026,18,326262,4408167,West
2027,18,326294,4408192,West
2028,18,326327,4408217,West
2029,18,326358,4408242,West
2030,18,326390,4408268,West
2031,18,326421,4408293,West
2032,18,326452,4408319,West
2033,18,326482,4408345,West
2034,18,326512,4408371,West
2035,18,326542,4408397,West
2036,18,326571,4408424,West
2037,18,326600,4408450,West
2038,18,326628,4408476,West
2039,18,326656,4408503,West
2040,18,326683,4408530,West
2041,18,326711,4408557,West
2042,18,326737,4408583,West
2043,18,326763,4408610,West
2044,18,326789,4408638,West
2045,18,326814,4408665,West
2046,18,326839,4408692,West
2047,18,326864,4408719,East
2048,18,326888,4408746,East
2049,18,326911,4408774,East
2050,18,326934,4408801,East
2051,18,326956,4408828,East
2052,18,326978,4408856,East
2053,18,326999,4408883,East
2054,18,327020,4408910,East
2055,18,327041,4408938,East
2056,18,327061,4408965,East
2057,18,327080,4408992,East
2058,18,327099,4409020,East
2059,18,327118,4409047,East
2060,18,327135,4409075,East
2061,18,327153,4409102,East
2062,18,327170,4409130,East
2063,18,327186,4409157,East
2064,18,327202,4409185,East
2065,18,327218,4409212,East
2066,18,327233,4409239,East
2067,18,327247,4409267,East
2068,18,327261,4409294,East
2069,18,327274,4409322,East
2070,18,327287,4409349,East
2071,18,327299,4409376,East
2072,18,327311,4409404,East
2073,18,327323,4409431,East
2074,18,327333,4409458,East
2075,18,327344,4409486,East
2076,18,327353,4409513,East
2077,18,327363,4409540,East
2078,18,327371,4409567,East
2079,18,327380,4409594,East
2080,18,327387,4409621,East
2081,18,327395,4409648,East
2082,18,327401,4409674,East
2083,18,327407,4409700,East
2084,18,327413,4409726,East
2085,18,327419,4409752,East
2086,18,327424,4409779,East
2087,18,327429,4409805,East
2088,18,327434,4409832,East
2089,18,327439,4409859,East
2090,18,327443,4409886,East
2091,18,327447,4409913,East
2092,18,327451,4409940,East
2093,18,327454,4409967,East
2094,18,327457,4409995,East
2095,18,327460,4410022,East
2096,18,327463,4410049,East
2097,18,327465,4410077,East
2098,18,327467,4410104,East
2099,18,327469,4410131,East
2100,18,327471,4410158,East
2101,18,327472,4410186,East
2102,18,327473,4410213,East
2103,18,327473,4410240,East
2104,18,327474,4410267,East
2105,18,327474,4410293,East
2106,18,327473,4410320,East
2107,18,327473,4410346,East
2108,18,327472,4410373,East
2109,18,327471,4410399,East
2110,18,327470,4410425,East
2111,18,327468,4410451,East
2112,18,327466,4410476,East
2113,18,327464,4410502,East
2114,18,327461,4410529,East
2115,18,327458,4410557,East
2116,18,327454,4410584,East
2117,18,327451,4410612,East
2118,18,327446,4410639,East
2119,18,327442,4410667,East
2120,18,327437,4410694,East
2121,18,327432,4410721,East
2122,18,327427,4410749,East
2123,18,327421,4410776,East
2124,18,327415,4410804,East
2125,18,327409,4410831,East
2126,18,327402,4410858,East
2127,18,327396,4410885,East
2128,18,327388,4410913,East
2129,18,327381,4410940,East
2130,19,329584,4408713,East
2131,19,329543,4408760,East
2132,19,329501,4408805,East
2133,19,329460,4408850,East
2134,19,329418,4408895,East
2135,19,329376,4408939,East
2136,19,329333,4408983,East
2137,19,329290,4409026,East
2138,19,329247,4409068,East
2139,19,329204,4409110,East
2140,19,329160,4409152,East
2141,19,329116,4409193,East
2142,19,329071,4409233,East
2143,19,329027,4409273,East
2144,19,328981,4409313,East
2145,19,328936,4409352,East
2146,19,328890,4409390,East
2147,19,328844,4409428,East
2148,19,328798,4409465,East
2149,19,328751,4409502,East
2150,19,328704,4409538,East
2151,19,328657,4409574,East
2152,19,328609,4409609,East
2153,19,328561,4409644,East
2154,19,328513,4409678,East
2155,19,328464,4409712,East
2156,19,328415,4409745,East
2157,19,328366,4409778,East
2158,19,328317,4409810,East
2159,19,328267,4409842,East
2160,19,328216,4409873,East
2161,19,328166,4409903,East
2162,19,328115,4409933,East
2163,19,328077,4409955,East
2164,19,328040,4409977,East
2165,19,328002,4409998,East
2166,19,327963,4410019,East
2167,19,327925,4410039,East
2168,19,327887,4410060,East
2169,19,327848,4410080,East
2170,19,327809,4410100,East
2171,19,327770,4410119,East
2172,19,327731,4410138,East
2173,19,327691,4410157,East
2174,19,327652,4410176,East
2175,19,327612,4410194,East
2176,19,327572,4410212,East
2177,19,327532,4410230,East
2178,19,327492,4410248,East
2179,19,327451,4410265,East
2180,19,327411,4410282,East
2181,19,327370,4410299,East
2182,19,327329,4410315,East
2183,19,327288,4410331,East
2184,19,327247,4410347,East
2185,19,327205,4410363,East
2186,19,327163,4410378,East
2187,19,327122,4410393,East
2188,19,327080,4410408,East
2189,19,327037,4410422,East
2190,19,326995,4410436,East
2191,19,326953,4410450,East
2192,19,326910,4410464,East
2193,19,326867,4410477,East
2194,19,326824,4410490,West
2195,20,324088,4406356,West
2196,20,324149,4406349,West
2197,20,324209,4406341,West
2198,20,324270,4406335,West
2199,20,324331,4406328,West
2200,20,324391,4406322,West
2201,20,324452,4406317,West
2202,20,324513,4406312,West
2203,20,324573,4406307,West
2204,20,324634,4406303,West
2205,20,324695,4406299,West
2206,20,324756,4406296,West
2207,20,324816,4406293,West
2208,20,324877,4406290,West
2209,20,324938,4406288,West
2210,20,324998,4406287,West
2211,20,325059,4406285,West
2212,20,325100,4406285,West
2213,20,325142,4406285,West
2214,20,325187,4406286,West
2215,20,325235,4406288,West
2216,20,325277,4406290,West
2217,20,325323,4406293,West
2218,20,325480,4406303,West
2219,20,325538,4406306,West
2220,20,325596,4406309,West
2221,20,325649,4406311,West
2222,20,325677,4406312,West
2223,20,325704,4406312,West
2224,20,325730,4406312,West
2225,20,325756,4406312,West
2226,20,325781,4406312,West
2227,20,325805,4406311,West
2228,20,325829,4406310,West
2229,20,325853,4406309,West
2230,20,325878,4406307,West
2231,20,325905,4406305,West
2232,20,325933,4406301,West
2233,20,326005,4406292,West
2234,20,326027,4406290,West
2235,20,326046,4406288,West
2236,20,326068,4406286,West
2237,20,326088,4406285,West
2238,20,326107,4406285,West
2239,20,326125,4406285,West
2240,20,326149,4406287,West
2241,20,326172,4406289,West
2242,20,326196,4406291,West
2243,20,326220,4406295,West
2244,20,326244,4406299,West
2245,20,326268,4406304,West
2246,20,326292,4406310,West
2247,20,326317,4406317,West
2248,20,326342,4406324,West
2249,20,326367,4406332,West
2250,20,326392,4406341,West
2251,20,326418,4406351,West
2252,20,326443,4406362,West
2253,20,326469,4406373,West
2254,20,326495,4406385,West
2255,20,326521,4406398,West
2256,20,326548,4406412,West
2257,20,326574,4406426,West
2258,20,326601,4406441,West
2259,20,326628,4406457,West
2260,20,326655,4406474,West
2261,20,326682,4406491,West
2262,20,326709,4406509,West
2263,20,326737,4406528,West
2264,20,326764,4406548,West
2265,20,326792,4406569,West
2266,20,326820,4406590,West
2267,20,326848,4406612,East
2268,20,326876,4406634,East
2269,20,326904,4406658,East
2270,20,326933,4406682,East
2271,20,326961,4406707,East
2272,20,326976,4406720,East
2273,20,326990,4406733,East
2274,20,327005,4406747,East
2275,20,327019,4406761,East
2276,20,327033,4406775,East
2277,20,327048,4406790,East
2278,20,327062,4406805,East
2279,20,327076,4406821,East
2280,20,327090,4406836,East
2281,20,327104,4406852,East
2282,20,327118,4406869,East
2283,20,327132,4406885,East
2284,20,327146,4406902,East
2285,20,327160,4406919,East
2286,20,327174,4406937,East
2287,20,327188,4406955,East
2288,20,327201,4406973,East
2289,20,327215,4406992,East
2290,20,327229,4407010,East
2291,20,327242,4407029,East
2292,20,327255,4407049,East
2293,20,327269,4407069,East
2294,20,327282,4407089,East
2295,20,327295,4407109,East
2296,20,327308,4407129,East
2297,20,327321,4407150,East
2298,20,327334,4407171,East
2299,20,327346,4407192,East
2300,20,327359,4407214,East
2301,20,327372,4407236,East
2302,20,327384,4407258,East
2303,20,327396,4407280,East
2304,20,327415,4407316,East
2305,20,327434,4407351,East
2306,20,327451,4407388,East
2307,20,327469,4407424,East
2308,20,327485,4407461,East
2309,20,327501,4407498,East
2310,20,327517,4407536,East
2311,20,327532,4407573,East
2312,20,327546,4407612,East
2313,20,327559,4407650,East
2314,20,327572,4407689,East
2315,20,327585,4407728,East
2316,20,327597,4407767,East
2317,20,327608,4407807,East
2318,20,327618,4407847,East
2319,20,327628,4407888,East
2320,21,327066,4406643,East
2321,21,327081,4406656,East
2322,21,327096,4406669,East
2323,21,327110,4406681,East
2324,21,327124,4406695,East
2325,21,327139,4406708,East
2326,21,327152,4406721,East
2327,21,327166,4406734,East
2328,21,327180,4406748,East
2329,21,327193,4406761,East
2330,21,327206,4406775,East
2331,21,327219,4406789,East
2332,21,327232,4406803,East
2333,21,327244,4406817,East
2334,21,327256,4406831,East
2335,21,327268,4406845,East
2336,21,327280,4406860,East
2337,21,327292,4406874,East
2338,21,327303,4406889,East
2339,21,327315,4406904,East
2340,21,327326,4406918,East
2341,21,327337,4406933,East
2342,21,327347,4406948,East
2343,21,327358,4406964,East
2344,21,327368,4406979,East
2345,21,327378,4406994,East
2346,21,327388,4407010,East
2347,21,327397,4407025,East
2348,21,327406,4407041,East
2349,21,327416,4407057,East
2350,21,327425,4407073,East
2351,21,327433,4407089,East
2352,21,327442,4407105,East
2353,21,327453,4407127,East
2354,21,327464,4407151,East
2355,21,327475,4407175,East
2356,21,327485,4407200,East
2357,21,327495,4407226,East
2358,21,327504,4407253,East
2359,21,327514,4407282,East
2360,21,327523,4407311,East
2361,21,327531,4407339,East
2362,21,327539,4407369,East
2363,21,327547,4407400,East
2364,21,327555,4407434,East
2365,21,327562,4407464,East
2366,21,327569,4407497,East
2367,21,327594,4407608,East
2368,21,327603,4407649,East
2369,21,327607,4407671,East
2370,21,327612,4407693,East
2371,21,327616,4407717,East
2372,21,327619,4407743,East
2373,21,327622,4407766,East
2374,21,327625,4407792,East
2375,21,327635,4407884,East
2376,21,327640,4407920,East
2377,21,327644,4407956,East
2378,21,327647,4407973,East
2379,21,327650,4407989,East
2380,21,327653,4408008,East
2381,21,327656,4408026,East
2382,21,327660,4408043,East
2383,21,327664,4408059,East
2384,21,327668,4408075,East
2385,21,327673,4408091,East
2386,21,327678,4408106,East
2387,21,327683,4408120,East
2388,21,327693,4408148,East
2389,21,327704,4408176,East
2390,21,327716,4408203,East
2391,21,327729,4408231,East
2392,21,327742,4408258,East
2393,21,327756,4408285,East
2394,21,327770,4408311,East
2395,21,327785,4408338,East
2396,21,327801,4408364,East
2397,21,327818,4408390,East
2398,21,327835,4408415,East
2399,21,327853,4408441,East
2400,21,327871,4408466,East
2401,21,327890,4408491,East
2402,21,327910,4408516,East
2403,21,327930,4408540,East
