,OptimMethod,ScenarioNum,SimulationShiftType,DatNormMethod,ExplorationRate,ErrorType,LocalWeightsMode,ErrorNorm,ExplorationStage,AcceptProbType,cubesize,ConstNormFactor,GlobalMoveEachDir,XYZ_Axes_StepStd,Dip_StepStd,Slip_StepStd,localWeightRadiusMult,DipDirection_StepStd,SlipParam,SteppingSizeMult,MaxFaultMarkerError,AmplitudeRatioChange,AzimuthMoveEachDirection,AxisRatioChange,DipMoveEachDirection,StartUpdateLocalWeight,nExploreRuns,MO_WeightingMethod,nruns,AcceptanceGoal,Eta,IndMatingProb,IndMutatingProb,InitialTemperature,MCMC_SwitchWeightFreq,MO_SwitchWeightFreq,MatingMethodGlobal,MatingMethodLocal,MatingSwapProb,MatingSwapRange,MutatingMethod,PbMutateParameter,ReductionRate,SelectionMethod,TournamentSize,UpdateLocalWeightsFreqRuleBased,npop,thread_num,OutputImageFreq,Toy,verbose,BaseFolder,GeneralPerturbStrategy,ControlPointMovementUnits,errCalcMethodFaultMarker,DataTypes,JoinType,xy_extent,xy_origin,DatNormCoef,graniteIdx,Windows,ngen,LocalWeightsMethod,MinMismatch,Grav,Mag,Tracer,GT,FaultMarkers
20,MCMC,15,Median Datum Shift,Given,None,Global,,L2,Explore,Error must decrease,150,0.007788758017945215,575.3900287799663,129.70199238616806,3.644468873329084,86.32894500305576,,3.1690218531701095,0.17868676519858326,,525.907428580467,0.18747134563887857,9.18183574218409,0.1514977054141721,39.676709899130806,,40.0,Proportions,2267,,,,,,,,,,,,,,,,,,,20,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8300765390105734,0.8685869759284365,0.5482668828185518,1.0,0.5712747863235293,1.16225404998235
21,GA,11,Median Datum Shift,MedianInitialRounds,,Global,,L1,,,150,,761.213768792413,91.58976954293563,6.335942682620002,33.37833940575607,,5.85401983403879,0.19111544406701242,,525.9908039706761,0.08054281478155367,9.712832676864688,0.06491662847839273,36.077155220684375,,,Proportions,3697,,,0.8340300010959161,0.2973079513554522,,,,cxUniform,,0.35232781113041384,,mutGaussian,0.26951417008918693,,selTournament,9.0,,51.0,21,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,72.0,,0.7178009190786276,1.0647077622419985,0.5355341081583064,0.375,0.4675946285410676,1.146168096451766
22,NSGA,11,Median Datum Shift,Given,,Local,Many,L2,,,150,,800.1589899826598,136.95182584079046,5.558235967881698,66.80556410390122,2.351563274171521,4.579188030033591,0.1362116409164722,,525.7257403247195,0.12240063680697527,4.380616690413618,0.07894352523419308,28.62716463655104,,,,2733,,,,0.3601949519740043,,,,,cxOnePointLocal,,,mutGaussian,0.1257032269183564,,,,,76.0,22,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,35.0,RuleBased,0.8874924098612119,0.8682699563747358,0.5551486639548098,1.0,0.44987993399460685,1.5641634949819074
23,Annealing,13,Median Datum Shift,Given,None,Global,,Lhalf,Explore,Annealing,150,,537.9219557757233,146.91886254623887,2.3439658705768585,49.73534242873829,,6.699917622924516,0.1529291028050867,,525.8434641384865,0.0833378617332522,4.591313925626796,0.08842558370933246,32.183029951542366,,55.0,Equal,2016,,,,,0.006583965847121179,,,,,,,,,0.9512813149624786,,,,,23,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8820993723598811,0.8713855378331294,0.5337318096548057,1.0,0.4626049580756881,1.5427745562357829
24,MCMC,21,Median Datum Shift,Given,None,Local,Many,L2,Explore,Error must decrease,150,0.008348953065693162,581.2667288712414,133.17597783944575,4.593857504852412,74.86054432015294,2.4582950206071517,3.5360814324291274,0.16893871283777273,,525.1577670236169,0.18085920344547712,7.23412925444984,0.1740658649827021,36.44917003871679,44.0,42.0,Equal,3137,,,,,,,,,,,,,,,,,36.0,,24,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7211459743811061,1.0680861307067482,0.5431390103932805,0.75,0.49885572618376806,0.7456490046217336
25,GA,13,Median Datum Shift,Given,,Global,,L2,,,150,,851.3853523000215,129.99718934109583,3.432357469131959,53.351818500248726,,8.213782742910613,0.09599997769841558,,525.225938736349,0.07982208377224234,7.578327647211303,0.09489941773256709,32.54806865547999,,,Equal,2312,,,0.9784841549586282,0.35413884576745147,,,,cxUniform,,0.45792227910322825,,mutGaussian,0.26856182336017154,,selTournament,5.0,,43.0,25,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,53.0,,0.8929901311651112,0.8718958609320304,0.5495349090319505,1.0,0.5131688113970636,1.5303510744645112
26,NSGA,15,Median Datum Shift,Given,,Global,,Lhalf,,,150,,545.6091456554644,146.8688588821083,5.7212157317263586,37.773059797856625,,3.880974924862568,0.20045547633853994,,525.520456391242,0.10922278798100121,6.135685768442505,0.07300805673599525,36.69107605913155,,,,2781,,,,0.28074565632758475,,,,cxOnePoint,,,,mutGaussian,0.11226410410470729,,,,,74.0,26,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,37.0,,0.8709230197151839,0.9714744182542562,0.48618578930505985,0.9375,0.508854446994511,1.450600444022092
27,Annealing,13,Median Datum Shift,Given,LinearErrorBased,Global,,Lhalf,Explore,Annealing,150,,852.245099570974,118.7299876075168,5.5929309494336925,69.05629301947019,,9.537408803501584,0.18417426212998156,1.1582697406552693,525.7821177844874,0.20581032134311877,3.922770570179816,0.12559524485860868,32.504497756022964,,53.0,Proportions,2867,,,,,0.005643214084750848,,,,,,,,,0.9818411798103416,,,,,27,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.894541968620729,1.1432171194035619,0.512674946824977,1.0,0.39774819110805815,1.419069585767048
28,MCMC,20,Median Datum Shift,Given,LinearErrorBased,Global,,L1,Explore,Track Acceptance,150,0.011930281938746158,743.5309985065238,126.37987186088546,2.8516870490739215,38.359378064266494,,8.984442513387911,0.09617303669502765,1.351383674222527,525.540307511385,0.09374275908578589,4.008899232614681,0.15471367405997855,36.233636765667555,,55.0,Equal,3546,0.14694453098686477,,,,,,,,,,,,,,,,,,28,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.6343014508716894,0.9137629970769133,0.5826531101068018,0.375,0.49691045158670566,0.8031806955880267
29,GA,13,Median Datum Shift,MedianInitialRounds,,Global,,L1,,,150,,357.6923201415206,142.81924844739163,4.15207380318661,41.52931765185738,,2.5993455798037726,0.13744538834175987,,525.8737033313658,0.13680123801859223,4.321214729744932,0.11314393175209037,30.38709245025934,,,Proportions,2488,,,0.9016950721495272,0.23119087234007485,,,,cxTwoPoint,,,,mutUniformFloat,0.269995573592803,,selTournament,12.0,,52.0,29,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,47.0,,0.843361245120364,0.9430928529631357,0.5655216301638042,1.0,0.6634739855654738,1.0447177569094062
30,NSGA,15,Median Datum Shift,Given,,Local,Once,L2,,,150,,700.6790125948849,78.81333723768007,5.868604969659845,57.97076984372511,2.211378035380285,8.642975694548923,0.1810456078330775,,525.1385856321249,0.2313182751478684,8.629760057294193,0.12699103538392134,36.706737919302384,,,,2811,,117.84342100436893,,0.2651277010154104,,,,,cxOnePointLocal,,,mutPolynomialBounded,0.20856649190659282,,,,,47.0,30,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,59.0,RuleBased,0.9002740869038103,0.9405642196146163,0.5434128595968157,1.0,0.9035381900770537,1.1138551652305655
31,Annealing,15,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Global,,Lhalf,Explore,Annealing,150,,641.3103468653356,117.80331138177658,2.934614363845909,42.54304027690033,,9.927561609898593,0.13559054229272163,1.0723157890328783,525.5732845129329,0.10671611748037449,8.721316785334935,0.11965152401770347,34.179205288517366,,54.0,Equal,3832,,,,,0.013699023374532705,,,,,,,,,0.9859965798421718,,,,,31,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8049681323790164,0.9778980679051019,0.5409620165313994,1.0,0.45981079869718733,1.0461697787613935
32,MCMC,11,Median Datum Shift,Given,None,Global,,L2,Explore,Error must decrease,150,0.010779705441199619,577.9488866183449,86.59964277708062,6.3106908001248385,86.15551748713256,,3.4602209656791985,0.0951305729422078,,525.4495081096999,0.057051598477501964,9.362238296272505,0.05020114774219812,35.803090175080904,,70.0,Equal,2225,,,,,,,,,,,,,,,,,,,32,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8688120834954833,0.931003136023393,0.5293284275948079,1.0,0.37753556938683086,1.5061932844723847
33,GA,17,Median Datum Shift,MedianInitialRounds,,Local,Many,L2,,,150,,591.9763783964395,78.54030534825797,2.2480477272052433,63.53244359497387,2.3255523020237927,9.216757360285142,0.14731797058695612,,525.6049579000436,0.21288996462478982,9.601222100725094,0.08257613429556473,32.06297623969084,,,Equal,2615,,,0.7998935016843007,0.21338376857586208,,,,,cxTwoPointLocal,,,mutGaussian,0.17510041699530887,,selTournament,7.0,,68.0,33,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,38.0,RuleBased,0.8856502579366472,1.003120071820887,0.5436891139006287,1.0,0.737637590745694,1.1438045132160266
34,NSGA,14,Median Datum Shift,MedianInitialRounds,,Global,,L2,,,150,,813.3205823637229,126.36450460380931,5.557730488745585,45.13887031733668,,9.644312637159738,0.16725401438092266,,525.9691635351953,0.1647963078952397,7.232718877442434,0.09093182987733056,28.984252348654557,,,,2613,,,,0.3434170354268159,,,,cxTwoPoint,,,,mutUniformFloat,0.15768357397604688,,,,,27.0,34,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,96.0,,0.8568190668199694,0.9664016952736981,0.5221287423825466,1.0,0.5652570109941681,1.230307885449434
35,Annealing,11,Median Datum Shift,MedianInitialRounds,None,Local,Once,L2,Explore,Annealing,150,,723.9705808757893,100.7569534243571,2.9664749585230297,43.853699272615785,1.8055301538958413,6.422440601742744,0.17103601583885558,,525.275610820179,0.05764827054028896,4.053587652377621,0.026542891151553547,37.52071745762905,35.0,45.0,Equal,3421,,,,,0.0017806967776012321,,,,,,,,,0.9930561068407118,,,,,35,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.749129808117116,0.8343070669021604,0.5488773897557339,0.6875,0.4751283789070715,1.1998362050206148
36,MCMC,15,Median Datum Shift,Given,LinearErrorBased,Local,Many,L1,Explore,Track Acceptance,150,0.011339085894250832,861.5748097076265,110.26841930214091,6.195569756710569,34.50317374906382,2.3674168070272064,5.302770727708013,0.17675871319056707,1.402284546842749,525.9261145668181,0.05592270517088976,4.726036668512609,0.08964237902243066,39.31066784083399,48.0,45.0,Equal,3394,0.10270771080130169,,,,,,,,,,,,,,,,61.0,,36,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.773494122706046,0.8988671257152985,0.5783366835578324,0.5625,0.6017249987041641,1.2260418055529352
37,GA,21,Median Datum Shift,MedianInitialRounds,,Global,,L2,,,150,,553.3054734447235,147.22816149816276,6.668096526841262,72.181808839722,,6.235664916866706,0.18390494717422057,,525.8125332795893,0.12962856492364827,5.333205700814899,0.087921013580014,37.60088082949362,,,Equal,2326,,87.7946164907041,0.956602576835838,0.23560407693536214,,,,cxUniform,,0.5921494393248332,,mutPolynomialBounded,0.11006301142178006,,selTournament,5.0,,49.0,37,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,47.0,,0.7272322127244004,1.02726227263205,0.5481348830272995,0.5625,0.364530305105587,1.1337336028570655
38,NSGA,21,Median Datum Shift,MedianInitialRounds,,Local,Many,L2,,,150,,741.8372698781807,128.21865347615977,5.123926984349817,72.54728522473575,2.3363227471374097,3.727226331108863,0.13608192084741205,,525.8836318814348,0.1630596111428279,4.408787600105656,0.15266456842576084,25.816926989094586,,,,2075,,,,0.2958167039373838,,,,,cxTwoPointLocal,,,mutGaussian,0.1337208717366562,,,,,29.0,38,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,71.0,RuleBased,0.8201944224929679,1.064332285009311,0.5566176767322387,1.0,0.5598913666857462,0.9201307840375438
39,Annealing,11,Median Datum Shift,MedianInitialRounds,None,Global,,Lhalf,Explore,Annealing,150,,314.38498354485245,88.38498186277073,5.6967667435011276,41.39807755427444,,6.49405356538405,0.17579740337934854,,525.4088495034389,0.11578793664565615,4.564593122209505,0.1563827815111604,29.555735873724053,,60.0,Proportions,3468,,,,,0.009436226950951428,,,,,,,,,0.9770482580451152,,,,,39,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8513041907475261,0.763104039009167,0.5547240641713834,1.0,0.630444480611665,1.3082483699454153
40,MCMC,14,Median Datum Shift,MedianInitialRounds,None,Global,,Lhalf,Explore,Track Acceptance,150,0.013431925173246328,682.3755634023923,118.89703300097918,5.413482306664852,58.85111290036822,,4.547294017744403,0.1518652202591222,,525.3514509716186,0.22741238588586254,6.447381157483415,0.13343597747694508,38.53888868066924,,41.0,Equal,2625,0.09706568481307551,,,,,,,,,,,,,,,,,,40,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8125213564240426,0.941241363839661,0.5449438268544166,0.75,0.4789501879657981,1.347471403460337
41,GA,11,Median Datum Shift,Given,,Local,Many,L1,,,150,,309.8074966171919,137.15663547044426,4.111076150952064,42.35101535634972,1.0265481631890638,5.85445010544363,0.1675353862730775,,525.0268935442903,0.24703046211422602,4.960514076066769,0.10315712204976007,36.621447726472404,,,Proportions,2775,,,0.9695078275968222,0.31751391029932213,,,,,cxTwoPointLocal,,,mutGaussian,0.24167314442790164,,selTournament,7.0,,67.0,41,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,41.0,RuleBased,0.9225689404383626,1.0214327204661215,0.5358229003877242,1.0,0.4284187384935085,1.6271703428444595
42,NSGA,16,Median Datum Shift,Given,,Global,,L1,,,150,,679.3051048645875,90.79334637189734,4.123743627045327,76.22354100528109,,3.853027391189843,0.09413916767008279,,525.4925238504824,0.0950743455779322,7.257389952765828,0.19658761154638887,26.46500609095674,,,,2111,,,,0.2779038181422563,,,,cxTwoPoint,,,,mutGaussian,0.1299848573242574,,,,,35.0,42,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,60.0,,0.8831080987393041,1.024074865217541,0.553497746722118,1.0,0.5363169555179206,1.3016509262389406
43,Annealing,16,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Once,Lhalf,Explore,Annealing,150,,849.4480267769487,147.51208616112507,5.246355324758051,68.53263179343492,1.2520831116908904,3.6976134346714646,0.19321913930267737,1.0830480582573354,525.890981774183,0.18176418404375622,4.831370187240202,0.04059188557003833,29.37353027793273,57.0,56.0,Proportions,2068,,,,,0.01058668122662999,,,,,,,,,0.9596298523792357,,,,,43,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7598706421247036,0.9969729981914044,0.5433862132941982,0.6875,0.5551428527039052,1.0163511464340094
44,MCMC,15,Median Datum Shift,MedianInitialRounds,LinearErrorBased,Local,Once,Lhalf,Explore,Const diff,150,0.003085225070481545,385.15516644825254,123.37702107411496,5.147010949716691,42.397158492530295,1.4863119039996517,5.1407690460916,0.11392612827445359,1.137170622699064,525.7257893585097,0.05544221220562793,4.7002223036762825,0.07289166116518522,39.62938821867667,45.0,50.0,Equal,2194,,,,,,,,,,,,,,,,,,,44,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7087132260303223,0.9391290160246615,0.5223452344127946,0.25,0.6254917058471492,1.2066001738670058
45,GA,15,Median Datum Shift,MedianInitialRounds,,Local,Once,Lhalf,,,150,,764.8327951827703,106.32295987652807,2.149316111193128,38.31648533093837,1.749097072526184,6.482446229337789,0.20740208297729468,,525.7703797399926,0.15993012968048181,4.278954293521153,0.09272226041051254,32.992265754777314,,,Equal,3824,,,0.783799345030921,0.2840770500687242,,,,,cxLocalErrorPropExchange,,,mutUniformFloat,0.2209839424192826,,selTournament,4.0,,72.0,45,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,53.0,RuleBased,0.7747565694170577,0.9837248100379486,0.6041579070285487,0.4375,0.5344437582542888,1.3139563717645026
46,NSGA,13,Median Datum Shift,Given,,Global,,L2,,,150,,474.41651207391806,149.51756610859994,3.847286621522966,78.89308546243602,,5.5089194492878075,0.15669733182528456,,525.3896638780958,0.05280016588736778,8.72710113801535,0.021258838505135828,26.465182950221283,,,,2517,,,,0.30100431341693856,,,,cxTwoPoint,,,,mutUniformFloat,0.10713405429152281,,,,,56.0,46,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,44.0,,0.8280149952878458,1.140524769805775,0.5393643397034827,0.9375,0.4708186657358957,1.051867201194076
47,Annealing,21,Median Datum Shift,Given,None,Global,,Lhalf,Explore,Annealing,150,,424.8552167601726,106.95307334870051,4.067851495555331,44.936492319471796,,4.037503473296786,0.12790586759900044,,525.6636439771763,0.1559388553859446,5.820507600018046,0.2294778771125069,36.8398704521711,,46.0,Equal,2990,,,,,0.02316142948129841,,,,,,,,,0.9782240216714023,,,,,47,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7333195482479495,0.9150490763552901,0.5355544217452536,0.75,0.4017748047410066,1.0642194383981978
48,MCMC,20,Median Datum Shift,Given,None,Global,,Lhalf,Explore,Track Acceptance,150,0.007922441361864287,319.8407005510771,139.2497760389842,4.221691583567349,47.91756365669202,,2.7956053643773098,0.14008053477853669,,525.3901857455004,0.12507595712794176,4.606234143237472,0.16162681625566924,39.10418525660192,,60.0,Equal,2613,0.1782017741900308,,,,,,,,,,,,,,,,,,48,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.7171937462489589,0.9123257395044589,0.5424909692036294,0.3125,0.7759954399518546,1.0426565825848517
49,GA,14,Median Datum Shift,Given,,Global,,Lhalf,,,150,,560.2671879231135,113.08222311574139,6.598238084487546,51.89405452342406,,3.840811162453381,0.16323954090936102,,525.4644267135877,0.21228278783490162,8.04371004743569,0.16970715797411892,38.097756392105254,,,Equal,2907,,,0.8899818668441527,0.23408781908061793,,,,cxOnePoint,,,,mutGaussian,0.11251843518483562,,selTournament,4.0,,48.0,49,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,60.0,,0.7275243725277996,0.8056612944109096,0.5394854826276804,0.375,0.7893230384380381,1.1281520471623694
50,NSGA,19,Median Datum Shift,Given,,Global,,Lhalf,,,150,,899.9764698704429,129.69543099991148,2.227439821272879,45.77033195106694,,6.089662134950461,0.0991983585515909,,525.3458523611565,0.1753776182514053,5.470315147714933,0.07609310550078317,35.79812658264091,,,,2696,,81.16157100738747,,0.3687457085421736,,,,cxOnePoint,,,,mutPolynomialBounded,0.15973497813754312,,,,,40.0,50,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,67.0,,0.8288411435532396,0.9997165087636255,0.5598194710682488,0.875,0.4941680545064071,1.215501683427917
51,Annealing,13,Median Datum Shift,Given,LinearErrorBased,Local,Once,L2,Explore,Annealing,150,,833.2496446118562,138.46962766227574,4.529921878489965,70.05840086861602,1.612657401580212,3.60831504981224,0.1121882621772444,1.1604461952502625,525.9079693546615,0.10392300163337838,6.122998644377687,0.13837458897850682,33.00098187297127,53.0,59.0,Equal,3468,,,,,0.004450166511825873,,,,,,,,,0.9848769302972579,,,,,51,15,False,True,Combo_Scratch,OnlyGlobal,Absolute value,Distance,"['Grav', 'Mag', 'Tracer', 'GT', 'FaultMarkers']",LINES,"[8850, 9000, 3900]","[316448, 4379166, -2700]","{'Grav': 2.4, 'Tracer': 1.0, 'FaultMarkers': 500, 'GT': 315, 'Mag': 300}",4,False,,,0.8818836051460256,0.7763405326161367,0.5511186603402731,0.8125,0.6387782317693226,1.6306806010043955
